"",438,416,Sat 09 Nov 1974,Sculptor
"",439,417,Sat 19 Oct 1974,Liver Birds actor
"",440,418,Sat 31 Aug 1974,Ornithologist
"",441,419,Sat 24 Aug 1974,Actor
"",442,420,Sat 27 Jul 1974,Blue Peter presenter
"",443,300,Sat 11 May 1974,Prima ballerina
"",444,106,Sat 09 Mar 1974,Physical exercise instructor
"",445,421,Sat 02 Mar 1974,Irish actor
"",446,422,Sat 02 Feb 1974,British actor
"",446,423,Tue 13 May 1952,British actor
"",447,424,Sat 29 Dec 1973,Pianist
"",448,425,Sat 01 Dec 1973,"Critic, Novelist"
"",449,426,Sat 06 Oct 1973,Olympic gold athlete
"",450,427,Sat 22 Sep 1973,Opera singer - soprano
"",451,428,Sat 08 Sep 1973,British actor
"",452,106,Sat 30 Jun 1973,British actor
"",453,197,Sat 02 Jun 1973,"Doctor, Politician - Labour"
"",454,429,Sat 28 Apr 1973,Opera singer - mezzo-soprano
"",455,430,Sat 07 Apr 1973,Organist
"",456,431,Sat 24 Mar 1973,British actor
"",457,432,Sat 10 Mar 1973,Historian
"",458,433,Sat 10 Feb 1973,Opera singer - soprano
"",459,434,Sat 20 Jan 1973,Romantic Novelist
"",460,315,Sat 18 Nov 1972,Opera singer - soprano
"",461,435,Sat 11 Nov 1972,Oscar winning actor
"",462,436,Sat 28 Oct 1972,"Conductor, Musicologist"
"",463,81,Sat 16 Sep 1972,British actor
"",463,7,Wed 25 Apr 1951,The Lady Vanishes actor
"",464,437,Sat 24 Jun 1972,"Historian, Novelist"
"",465,438,Sat 15 Apr 1972,British actor
"",466,439,Sat 18 Mar 1972,Opera singer - soprano
"",467,300,Sat 12 Feb 1972,French actor
"",468,106,Sat 01 Jan 1972,Archers actor
"",469,440,Sat 18 Dec 1971,Set designer
"",470,441,Sat 11 Dec 1971,American actor
"",470,7,Sat 05 Jan 1946,Actor
"",471,442,Sat 13 Nov 1971,Sailor
"",472,443,Sat 23 Oct 1971,Dame of Sark
"",473,444,Sat 02 Oct 1971,"Actor, Singer"
"",474,55,Sat 25 Sep 1971,Woman's Hour broadcaster
"",475,445,Sat 04 Sep 1971,Oscar winning actor
"",476,446,Sat 21 Aug 1971,Licensee of the Theatre Royal
"",477,81,Sat 12 Jun 1971,Tennis player
"",478,106,Sat 22 May 1971,"Actor, Comedian"
"",478,7,Wed 08 Aug 1951,"Actor, Comedian, Singer-songwriter"
"",479,447,Sat 01 May 1971,British actor
"",480,434,Sat 17 Apr 1971,Pianist
"",481,448,Sat 27 Mar 1971,Pop singer
"",482,449,Sat 20 Feb 1971,British actor
"",483,81,Sat 23 Jan 1971,Opera singer - soprano
"",484,450,Sat 28 Nov 1970,British actor
"",485,451,Sat 14 Nov 1970,Below Stairs author
"",486,415,Sat 31 Oct 1970,Red cross worker
"",487,452,Sat 17 Oct 1970,Opera singer - soprano
"",488,453,Sat 10 Oct 1970,Actor
"",489,454,Sat 03 Oct 1970,"Musician, Soprano, Opera singer"
"",490,455,Sat 12 Sep 1970,Opera singer - contralto
"",491,456,Sat 05 Sep 1970,British actor
"",492,457,Sat 22 Aug 1970,"Explorer, Travel writer"
"",493,194,Sat 25 Jul 1970,Opera singer - soprano
"",493,7,Wed 14 Mar 1951,Opera singer - soprano
"",494,447,Sat 11 Jul 1970,Romantic novelist
"",495,106,Sat 20 Jun 1970,"Actor, Violinist"
"",496,106,Sat 06 Jun 1970,Novelist
"",496,7,Wed 10 Jan 1951,Novelist
"",497,81,Sat 02 May 1970,Opera singer - soprano
"",498,458,Sat 28 Mar 1970,New Zealand actor
"",499,459,Sat 21 Mar 1970,Badminton singles champion
"",500,294,Sat 28 Feb 1970,Opera singer - soprano
"",500,408,Tue 02 Aug 1955,Oratorio singer - soprano
"",501,81,Sat 07 Feb 1970,Conductor
"",502,460,Sat 13 Dec 1969,Singer
"",503,300,Sat 29 Nov 1969,Athlete
"",504,461,Sat 22 Nov 1969,Opera singer - soprano
"",505,106,Sat 08 Nov 1969,Oboist
"",506,462,Sat 04 Oct 1969,"Actor, Writer"
"",507,463,Mon 25 Aug 1969,Novelist
"",508,464,Mon 18 Aug 1969,British actor
"",508,465,Tue 11 Mar 1952,British actor
"",509,466,Mon 28 Jul 1969,Women's test cricket team captain
"",510,467,Mon 23 Jun 1969,British actor
"",510,300,Fri 05 Nov 1954,"Actor, Musician"
"",511,468,Mon 26 May 1969,Actor
"",512,469,Mon 19 May 1969,Tennis player
"",513,470,Mon 28 Apr 1969,Pianist
"",514,471,Mon 14 Apr 1969,"Comedian, Impersonator"
"",515,129,Mon 31 Mar 1969,British actor
"",516,472,Mon 24 Mar 1969,"Actor, Writer"
"",517,473,Mon 10 Mar 1969,"Wife of Prime Minister, Poet"
"",518,278,Mon 03 Mar 1969,"Chef, Cookery expert"
"",519,119,Wed 12 Feb 1969,Music hall and television actor
"",520,474,Mon 27 Jan 1969,"Australian actor, singer"
"",521,475,Mon 06 Jan 1969,Opera singer - soprano
"",522,317,Wed 25 Dec 1968,Weather forecaster
"",523,129,Mon 21 Oct 1968,British actor
"",524,367,Mon 16 Sep 1968,Trade union official
"",525,476,Mon 02 Sep 1968,Crime writer
"",526,477,Mon 26 Aug 1968,French actor
"",527,478,Mon 24 Jun 1968,British actor
"",528,7,Mon 15 Apr 1968,Opera singer - soprano
"",528,7,Wed 30 May 1951,Opera singer - soprano
"",529,479,Mon 04 Mar 1968,British actor
"",530,480,Mon 12 Feb 1968,Opera singer - mezzo-soprano
"",531,481,Mon 05 Feb 1968,British actor
"",532,317,Mon 01 Jan 1968,First lady President of the Cambridge Union
"",533,278,Sat 23 Dec 1967,British actor
"",533,482,Tue 22 Jul 1952,British actor
"",534,483,Mon 20 Nov 1967,American actor
"",535,484,Mon 25 Sep 1967,"Broadcaster, Producer"
"",536,129,Mon 07 Aug 1967,Actor
"",537,485,Mon 31 Jul 1967,"Owner of a marriage bureau, Businesswoman"
"",538,486,Mon 12 Jun 1967,"Horticulturalist, Editor"
"",539,487,Mon 05 Jun 1967,Actor
"",540,488,Mon 06 Feb 1967,British actor
"",541,489,Mon 16 Jan 1967,Pilot
"",542,490,Mon 02 Jan 1967,Journalist
"",543,491,Sat 24 Dec 1966,Matron of Great Ormond Street Hospital
"",544,492,Mon 21 Nov 1966,British actor
"",545,493,Mon 19 Sep 1966,British actor
"",546,468,Mon 18 Jul 1966,Opera singer - soprano
"",547,341,Mon 20 Jun 1966,German actor
"",548,494,Mon 23 May 1966,Retired matron
"",549,480,Mon 28 Mar 1966,Painter
"",550,495,Mon 21 Feb 1966,Opera singer - soprano
"",551,496,Mon 10 Jan 1966,Poet
"",552,497,Mon 03 Jan 1966,Expert on prehistoric animals
"",553,498,Mon 22 Nov 1965,Cabaret singer
"",554,300,Mon 08 Nov 1965,Opera singer - soprano
"",555,499,Mon 18 Oct 1965,Prima ballerina
"",556,500,Mon 20 Sep 1965,British actor
"",557,501,Mon 26 Jul 1965,"Actor, Jazz singer"
"",558,415,Mon 05 Jul 1965,"Teacher, Social worker, Broadcaster"
"",559,502,Mon 21 Jun 1965,Paris fashion house director
"",560,106,Mon 10 May 1965,Oscar winning child actor
"",561,503,Mon 12 Apr 1965,Prima ballerina
"",562,106,Mon 15 Feb 1965,"Author, Journalist, Scriptwriter"
"",563,106,Mon 11 Jan 1965,British film actor
"",564,504,Mon 04 Jan 1965,Hollywood film star
"",565,505,Mon 21 Dec 1964,Matron of Westminster Hospital
"",566,506,Mon 14 Dec 1964,Hollywood film star
"",567,373,Mon 16 Nov 1964,Avengers and Bond actor
"",568,507,Mon 13 Jul 1964,British theatre actor
"",569,508,Mon 18 May 1964,British actor
"",570,509,Mon 27 Jan 1964,Opera singer - soprano
"",571,106,Mon 06 Jan 1964,Comedian
"",572,317,Mon 09 Dec 1963,That Was The Week That Was singer
"",573,510,Mon 04 Nov 1963,American actor
"",574,300,Mon 14 Oct 1963,"Showjumper, Rally driver"
"",575,511,Mon 02 Sep 1963,"Singer, Actor"
"",576,341,Mon 22 Jul 1963,Photographer
"",577,106,Mon 08 Jul 1963,"Actor, Cabaret singer"
"",578,341,Mon 10 Jun 1963,Hungarian actor
"",579,512,Mon 27 May 1963,Opera singer - soprano
"",580,513,Mon 22 Apr 1963,"Writer, Agony aunt, Columnist"
"",581,81,Mon 07 Jan 1963,Singer
"",582,514,Mon 03 Dec 1962,"Musician, Comedian"
"",583,515,Mon 29 Oct 1962,"Novelist, Broadcaster"
"",584,415,Mon 20 Aug 1962,American musical actor
"",585,341,Mon 02 Jul 1962,Broadcaster
"",586,516,Mon 30 Apr 1962,"Businesswoman, Bookseller"
"",587,126,Mon 05 Mar 1962,British actor
"",588,517,Mon 05 Feb 1962,"Pianist, Singer"
"",589,518,Mon 25 Dec 1961,"Actor, Comedian, Singer"
"",589,7,Wed 13 Jun 1951,"Actor, Comedian, Singer"
"",590,519,Mon 16 Oct 1961,"Carry On and ITMA comedian, Actor"
"",591,520,Mon 11 Sep 1961,Australian actor
"",592,106,Mon 31 Jul 1961,British actor
"",593,521,Mon 10 Jul 1961,British actor
"",594,290,Mon 26 Jun 1961,Tennis player
"",595,81,Mon 10 Apr 1961,British Shakespearean actor
"",596,522,Mon 27 Feb 1961,Opera singer - soprano
"",597,523,Mon 06 Feb 1961,British actor
"",598,524,Mon 16 Jan 1961,Pop singers
"",599,415,Mon 05 Dec 1960,Opera singer - soprano
"",600,106,Mon 14 Nov 1960,"Novelist, Journalist"
"",601,341,Mon 03 Oct 1960,Australian actor
"",602,525,Mon 12 Sep 1960,"Actor, Radio personality"
"",603,467,Mon 22 Aug 1960,"Actor, Singer"
"",604,106,Mon 30 May 1960,Ballet dancer
"",605,465,Mon 09 May 1960,Singer
"",606,341,Mon 18 Apr 1960,British actor
"",607,526,Mon 25 Jan 1960,"Writer, Broadcaster"
"",608,527,Mon 18 Jan 1960,"Actor, Comedian"
"",609,300,Mon 23 Nov 1959,Opera singer - soprano
"",610,81,Mon 21 Sep 1959,"Pianist, Violinist, Composer"
"",611,347,Mon 17 Aug 1959,Silent film actor
"",612,528,Mon 06 Jul 1959,British character actor
"",613,529,Mon 22 Jun 1959,Opera singer - soprano
"",614,530,Mon 18 May 1959,"Journalist, Novelist"
"",615,531,Mon 27 Apr 1959,"Actor, Singer"
"",616,532,Mon 06 Apr 1959,Ice Cold in Alex actor
"",617,55,Mon 09 Mar 1959,Olympic gold swimmer
"",618,533,Mon 02 Feb 1959,British actor
"",619,534,Mon 17 Nov 1958,British 100 metre runner
"",620,406,Mon 10 Nov 1958,Opera singer - mezzo-soprano
"",621,408,Mon 20 Oct 1958,"Actor, Singer"
"",622,522,Mon 28 Jul 1958,Opera singer - soprano
"",623,485,Mon 30 Jun 1958,American jazz singer
"",624,427,Mon 09 Jun 1958,"Actor, Novelist, Biographer"
"",625,129,Mon 19 May 1958,Opera singer - soprano
"",626,129,Mon 28 Apr 1958,British actor
"",627,535,Mon 24 Mar 1958,British character actor
"",628,406,Mon 24 Feb 1958,British actor and Brains Trust contributor
"",629,536,Mon 06 Jan 1958,"Dancer, Choreographer, Actor"
"",630,367,Mon 02 Dec 1957,"Dancer, Actor, Ballerina"
"",631,537,Mon 18 Nov 1957,Opera singer - soprano
"",632,538,Mon 28 Oct 1957,British actor
"",633,539,Mon 16 Sep 1957,Film critic
"",633,7,Mon 26 Jul 1943,Critic
"",634,540,Mon 02 Sep 1957,Singer
"",635,541,Mon 29 Jul 1957,BBC commentator
"",636,542,Mon 22 Jul 1957,Opera singer - mezzo-soprano
"",637,543,Mon 08 Jul 1957,Prima ballerina
"",638,544,Mon 29 Apr 1957,Opera singer - soprano
"",639,119,Mon 08 Apr 1957,"Actor, Comedian"
"",639,7,Wed 11 Jul 1951,"Actor, Comedian"
"",640,545,Mon 11 Mar 1957,Novelist
"",641,546,Mon 11 Feb 1957,British actor
"",642,484,Mon 28 Jan 1957,Music Hall star
"",643,547,Mon 24 Dec 1956,British child actor
"",644,133,Mon 29 Oct 1956,Radio broadcaster
"",645,419,Mon 08 Oct 1956,Singer
"",646,548,Mon 17 Sep 1956,"Broadcaster, BBC gramophone librarian"
"",647,549,Mon 30 Jul 1956,Singer
"",648,550,Mon 02 Jul 1956,"French actor, Dancer"
"",649,7,Mon 18 Jun 1956,"Actor, Singer"
"",650,551,Mon 14 May 1956,Opera singer
"",651,408,Mon 16 Apr 1956,"Singer, Actress"
"",652,55,Mon 02 Apr 1956,Silent film star
"",653,552,Mon 19 Mar 1956,Actor
"",654,7,Mon 05 Mar 1956,Journalist
"",655,81,Mon 31 Oct 1955,American actor
"",656,553,Mon 24 Oct 1955,Harpist
"",657,554,Tue 06 Sep 1955,Concert pianist
"",657,7,Sat 01 Dec 1945,"Musician, Pianist"
"",658,555,Tue 19 Jul 1955,British film actor
"",659,556,Thu 19 May 1955,"Actor, Broadcaster"
"",660,557,Thu 10 Mar 1955,British actor
"",660,7,Thu 26 Feb 1942,Actor
"",661,294,Thu 03 Mar 1955,Showjumper
"",662,558,Thu 20 Jan 1955,Pianist
"",663,81,Thu 06 Jan 1955,Actor
"",664,447,Thu 23 Dec 1954,Principal boy
"",665,559,Thu 16 Dec 1954,British actor
"",666,500,Fri 22 Oct 1954,Actor
"",666,7,Sat 03 Nov 1945,Actor
"",667,129,Fri 01 Oct 1954,"Comedian, Musician"
"",668,560,Fri 24 Sep 1954,Piccadilly shoeblack
"",669,561,Fri 11 Sep 1953,Film actor
"",670,447,Fri 07 Aug 1953,Theatre actor
"",671,562,Fri 10 Jul 1953,British actor
"",672,563,Thu 02 Jul 1953,"Actor, Opera singer - soprano"
"",673,7,Fri 29 May 1953,"Actor, Writer"
"",674,564,Fri 24 Apr 1953,Actor
"",675,7,Fri 10 Apr 1953,American actor
"",676,294,Fri 27 Mar 1953,South African actor
"",677,554,Fri 13 Mar 1953,British actor
"",678,552,Fri 27 Feb 1953,British actor
"",679,458,Fri 13 Feb 1953,"Comedian, Actor"
"",680,565,Fri 09 Jan 1953,British character actor
"",681,566,Fri 19 Dec 1952,Take it from Here comedy actor
"",682,567,Fri 21 Nov 1952,Music Hall actor
"",683,466,Fri 07 Nov 1952,Singer
"",684,184,Fri 24 Oct 1952,"British actor , Singer, Impersonator"
"",685,568,Fri 17 Oct 1952,Radio presenter
"",686,81,Fri 10 Oct 1952,"Comedian, Actor, Musician"
"",687,569,Tue 23 Sep 1952,Pianist
"",688,81,Tue 09 Sep 1952,Gone With the Wind actor
"",689,570,Tue 26 Aug 1952,"Musician, Singer"
"",690,571,Tue 05 Aug 1952,British actor
"",691,81,Tue 24 Jun 1952,"Actor, Singer"
"",692,572,Tue 10 Jun 1952,British actor
"",693,7,Tue 27 May 1952,"Actor, Singer"
"",694,452,Tue 29 Apr 1952,Opera singer - soprano
"",695,573,Tue 15 Apr 1952,Folk singer
"",696,408,Wed 26 Mar 1952,British actor
"",697,574,Tue 29 Jan 1952,Actor
"",698,575,Tue 15 Jan 1952,Actor
"",699,7,Tue 04 Dec 1951,Opera singer - soprano
"",700,7,Tue 27 Nov 1951,British character actor
"",701,576,Tue 13 Nov 1951,British actor
"",702,7,Tue 02 Oct 1951,Swedish actor
"",703,577,Tue 18 Sep 1951,British actor
"",704,7,Wed 05 Sep 1951,British actor
"",705,7,Wed 22 Aug 1951,British actor
"",706,7,Wed 25 Jul 1951,British film actor
"",707,7,Wed 23 May 1951,British actor
"",708,7,Wed 04 Apr 1951,Australian actor
"",709,7,Wed 28 Feb 1951,Actor
"",710,7,Wed 14 Feb 1951,American actor
"",711,7,Wed 24 Jan 1951,"Actor, Musician, Concert pianist"
"",712,7,Sat 29 Dec 1945,Actor
"",713,7,Sat 22 Dec 1945,Actor
"",714,7,Sat 13 Oct 1945,Actor
"",715,7,Sat 29 Sep 1945,"Broadcaster, Radio presenter"
"",716,7,Sat 01 Sep 1945,"Broadcaster, Announcer"
"",717,7,Mon 20 Mar 1944,Writer
"",718,7,Sat 29 Jan 1944,Writer
"",719,7,Tue 23 Nov 1943,Journalist
"",720,7,Tue 05 Oct 1943,Writer
"",721,7,Sat 26 Jun 1943,"Politician - Conservative, MP"
"",722,7,Thu 09 Jul 1942,Actor
"",723,7,Thu 19 Mar 1942,"Fashion, Glamour girl"
"",724,30,Sun 20 May 2012,"Writer, Historian"
"",725,578,Sun 06 May 2012,"Musician, composer, comedian"
"",726,579,Sun 25 Mar 2012,Jazz musician
"",727,580,Sun 11 Mar 2012,Comedian
"",728,581,Sun 26 Feb 2012,Rugby player
"",729,582,Sun 19 Feb 2012,"Former Deputy Prime Minister  , Politician - Labour"
"",730,41,Sun 12 Feb 2012,Actor and Writer
"",731,41,Sun 29 Jan 2012,"Naturalist, broadcaster"
"",731,294,Fri 25 Dec 1998,"Naturalist, Broadcaster"
"",731,283,Sat 10 Mar 1979,"Naturalist, Broadcaster, Zoologist"
"",731,81,Mon 06 May 1957,"Naturalist, Broadcaster"
"",732,583,Sun 22 Jan 2012,Writer
"",733,584,Sun 15 Jan 2012,Writer and Historian
"",734,585,Sun 01 Jan 2012,Radio and television broadcaster
"",734,586,Sun 09 Oct 1988,Radio and television broadcaster
"",734,587,Sat 21 May 1983,Radio and television broadcaster
"",735,588,Fri 30 Dec 2011,Scientist
"",736,589,Sun 18 Dec 2011,Actor and award-winning screenwriter
"",737,590,Sun 04 Dec 2011,Businessman
"",738,591,Sun 27 Nov 2011,Adventurer
"",739,592,Sun 20 Nov 2011,Actor
"",739,593,Sat 22 Apr 1978,British actor
"",740,594,Sun 30 Oct 2011,Head of Turning Point charity
"",741,595,Sun 23 Oct 2011,Actor
"",742,596,Sun 16 Oct 2011,"Athlete, Olympic Gold Medal Winner"
"",743,597,Sun 09 Oct 2011,Hairdresser
"",743,598,Sat 27 Jun 1970,Hair stylist
"",744,599,Sun 25 Sep 2011,Royal photographer
"",745,600,Sun 18 Sep 2011,Actor
"",746,601,Sun 31 Jul 2011,Broadcaster
"",747,7,Sun 17 Jul 2011,Comedian
"",748,36,Sun 10 Jul 2011,Crossword compiler
"",749,602,Sun 03 Jul 2011,"Actor, TV Presenter"
"",750,603,Sun 19 Jun 2011,International dance judge
"",751,604,Sun 05 Jun 2011,"Singer, Tenor"
"",752,605,Sun 29 May 2011,Musician
"",753,606,Sun 15 May 2011,"Actor, Playwright"
"",754,607,Sun 01 May 2011,Chemist
"",755,608,Sun 10 Apr 2011,"Animator, Film Director"
"",756,609,Sun 03 Apr 2011,Hollywood film star
"",757,610,Sun 20 Feb 2011,Rugby player
"",758,611,Sun 06 Feb 2011,Novelist
"",759,612,Sun 30 Jan 2011,"Journalist, Broadcaster"
"",760,613,Sun 16 Jan 2011,"Scottish First Minister, Leader of Scottish National Party, Politician - SNP"
"",761,480,Sun 09 Jan 2011,"Former MP, Writer"
"",762,614,Sun 02 Jan 2011,Veteran RAF pilot
"",763,615,Sun 19 Dec 2010,Animator
"",764,616,Sun 12 Dec 2010,"Aviator, Inventor, Arts patron"
"",765,617,Sun 28 Nov 2010,Novelist
"",766,618,Sun 21 Nov 2010,Rock musician
"",767,619,Sun 07 Nov 2010,Stand up poet
"",768,620,Sun 31 Oct 2010,Pianist
"",769,621,Sun 24 Oct 2010,"Deputy Prime Minister, Politician - Liberal Democrat"
"",770,622,Sun 17 Oct 2010,Barrister
"",771,623,Sun 03 Oct 2010,Comedian
"",772,624,Sun 26 Sep 2010,Singer
"",773,625,Sun 08 Aug 2010,"Owner of Knebworth House, Businessman"
"",774,626,Sun 01 Aug 2010,Comedy writer
"",775,627,Sun 18 Jul 2010,"Director, Actor"
"",776,628,Sun 27 Jun 2010,Footballer
"",777,628,Sun 20 Jun 2010,Film director
"",778,629,Sun 13 Jun 2010,Comedian
"",779,630,Sun 30 May 2010,Violinist
"",780,294,Sun 16 May 2010,"Comedian, Actor"
"",781,631,Sun 21 Mar 2010,"Screenwriter, Novelist"
"",782,632,Sun 14 Mar 2010,Dragons' Den businessman
"",783,633,Sun 21 Feb 2010,Former England rugby coach
"",784,634,Sun 14 Feb 2010,Physicist
"",785,635,Sun 07 Feb 2010,Stylist
"",786,636,Sun 24 Jan 2010,Boxing promoter
"",787,174,Sun 17 Jan 2010,Crime writer
"",788,637,Sun 03 Jan 2010,Opera director
"",789,638,Sun 27 Dec 2009,Doctor Who actor
"",790,639,Sun 20 Dec 2009,Hollywood film star
"",791,640,Sun 13 Dec 2009,"Chairman of Olympic Organising Committee, Politician - Conservative"
"",791,300,Sat 15 Aug 1981,"Runner, World champion"
"",792,641,Sun 29 Nov 2009,Lead singer of The Smiths
"",793,642,Sun 22 Nov 2009,Marks and Spencer Businessman
"",794,643,Fri 13 Nov 2009,"Lawyer, Writer"
"",795,644,Sun 01 Nov 2009,Talk show host
"",796,645,Sun 25 Oct 2009,"Scientist, Planetary scientist"
"",797,646,Sun 18 Oct 2009,Illustrator
"",798,647,Sun 11 Oct 2009,"Comedian, Actor"
"",799,41,Sun 27 Sep 2009,"Singer, Songwriter"
"",800,294,Sun 16 Aug 2009,Opera singer - tenor
"",801,648,Sun 02 Aug 2009,Interior designer
"",802,649,Sun 26 Jul 2009,"Food writer, TV chef"
"",803,650,Sun 19 Jul 2009,"Comedian, Comedy writer"
"",804,651,Sun 12 Jul 2009,Bacteriologist
"",805,41,Sun 05 Jul 2009,"Impresario, Promoter"
"",806,652,Sun 21 Jun 2009,Stage and screen actor
"",807,653,Sun 14 Jun 2009,"Former Chancellor of the Exchequer, Politician - Labour"
"",807,394,Sat 26 Aug 1978,"Chancellor of the Exchequer, Politician - Labour"
"",808,654,Sun 07 Jun 2009,"Journalist, Television presenter"
"",809,655,Sun 24 May 2009,"Comedian, Performer"
"",809,341,Sat 24 Nov 1973,Comedian
"",810,656,Sun 17 May 2009,Last of the Summer Wine actor
"",811,657,Sun 29 Mar 2009,Novelist
"",812,294,Sun 15 Mar 2009,"Singer, Guitarist"
"",813,294,Sun 08 Mar 2009,Television presenter
"",814,658,Sun 01 Mar 2009,"Actor, Campaigner"
"",814,278,Mon 16 May 1960,British actor
"",815,659,Sun 22 Feb 2009,"Comedian, Comedy writer"
"",816,660,Sun 08 Feb 2009,Poirot actor
"",817,661,Sun 01 Feb 2009,Opera singer - bass-baritone
"",818,662,Sun 25 Jan 2009,Novelist
"",819,663,Sun 18 Jan 2009,Politician - Liberal Democrat
"",820,664,Sun 04 Jan 2009,"Businessman, Explorer"
"",821,665,Sun 21 Dec 2008,Television actor
"",822,666,Sun 14 Dec 2008,Oscar winning film producer
"",823,667,Sun 07 Dec 2008,Mathematician
"",824,668,Sun 30 Nov 2008,Founder of Glastonbury
"",825,669,Sun 16 Nov 2008,Politician - Conservative
"",826,670,Fri 14 Nov 2008,Children's writer
"",827,671,Sun 26 Oct 2008,Opera singer - tenor
"",828,41,Sun 19 Oct 2008,"Singer, Songwriter"
"",829,605,Sun 12 Oct 2008,"Actor, Director"
"",830,672,Sun 05 Oct 2008,Opera director
"",831,673,Sun 10 Aug 2008,Philosopher
"",832,674,Sun 03 Aug 2008,"Satirist, Editor"
"",832,81,Sat 22 Jan 1972,"Editor of Private Eye, Satirist, Editor"
"",833,675,Sun 20 Jul 2008,Interior designer
"",834,676,Sun 06 Jul 2008,"Chef, Cookery writer"
"",835,146,Sun 22 Jun 2008,"Doctor, Politician - Labour"
"",836,677,Fri 20 Jun 2008,"Novelist, Booker Prize winner"
"",837,678,Sun 08 Jun 2008,"Comedian, Musician"
"",838,679,Sun 01 Jun 2008,Former Lord Chief Justice
"",839,680,Sun 25 May 2008,Composer
"",840,681,Sun 23 Mar 2008,Cartoonist
"",841,682,Sun 16 Mar 2008,"Broadcaster, Novelist"
"",842,683,Sun 02 Mar 2008,Singer
"",843,684,Sun 24 Feb 2008,BBC journalist and presenter
"",843,685,Sat 27 Apr 1974,BBC journalist and presenter
"",844,686,Sun 17 Feb 2008,"Biologist, Nobel Prize winner"
"",845,687,Sun 10 Feb 2008,"KGB defector, Spy"
"",846,688,Sun 20 Jan 2008,"Former Diplomat, Traveller"
"",847,689,Sun 13 Jan 2008,Conductor
"",847,383,Sat 05 Aug 1978,Conductor
"",848,690,Sun 06 Jan 2008,BBC journalist and presenter
"",849,691,Sun 16 Dec 2007,"Singer, Songwriter"
"",850,692,Sun 09 Dec 2007,Geneticist
"",851,693,Sun 02 Dec 2007,Cellist
"",852,694,Sun 25 Nov 2007,Novelist
"",853,695,Fri 16 Nov 2007,Novelist
"",854,696,Sun 04 Nov 2007,Just a Minute presenter
"",855,162,Sun 28 Oct 2007,"Nelson Mandela's former lawyer, Labour peer"
"",856,697,Sun 21 Oct 2007,Comedian
"",856,485,Sat 29 May 1971,"Comedian, Actor"
"",857,698,Sun 07 Oct 2007,"Health Secretary, Politician - Labour"
"",858,699,Sun 30 Sep 2007,"Singer, Songwriter"
"",859,41,Sun 19 Aug 2007,Conductor
"",860,700,Sun 12 Aug 2007,"Publisher, Poet"
"",861,701,Sun 05 Aug 2007,Screenwriter
"",862,702,Sun 22 Jul 2007,"Novelist, Booker Prize winner"
"",862,703,Sat 26 Nov 1983,"Novelist, Booker Prize winner"
"",863,704,Sun 15 Jul 2007,"Creator of Bagpuss, Animator"
"",864,705,Sun 08 Jul 2007,Classical actor
"",865,706,Sun 24 Jun 2007,"Comedian, Writer, Actor"
"",866,707,Sun 17 Jun 2007,"Singer, Songwriter"
"",867,708,Sun 03 Jun 2007,Molecular biologist
"",868,709,Sun 27 May 2007,"Magician, Writer, Hypnotist"
"",869,710,Sun 20 May 2007,Former Director-General of the BBC
"",870,711,Sun 01 Apr 2007,"Campaigner, Athlete"
"",871,712,Sun 25 Mar 2007,"Philosopher, Physician"
"",872,713,Sun 11 Mar 2007,"Broadcaster, DJ"
"",873,714,Sun 04 Mar 2007,Novelist
"",874,162,Sun 25 Feb 2007,"Journalist, Broadcaster"
"",875,715,Sun 18 Feb 2007,Potter
"",876,716,Sun 11 Feb 2007,Screenwriter
"",877,717,Sun 04 Feb 2007,"Singer, Songwriter"
"",878,718,Sun 28 Jan 2007,Science fiction writer
"",878,719,Sat 17 Apr 1982,Novelist and critic
"",879,720,Sun 31 Dec 2006,Children's writer
"",880,721,Sun 17 Dec 2006,Playwright
"",880,722,Mon 07 Nov 1966,Playwright
"",881,41,Sun 10 Dec 2006,"Jazz musician, Composer"
"",882,723,Sun 03 Dec 2006,"Musician, Impresario"
"",883,724,Sun 26 Nov 2006,"Comedian, Comedy writer"
"",884,725,Sun 19 Nov 2006,Horror writer
"",885,726,Fri 17 Nov 2006,Former head of the Metropolitan Police
"",886,727,Sun 05 Nov 2006,"Musician, Broadcaster, Jazz trumpeter"
"",886,728,Mon 03 Sep 1956,Jazz trumpeter
"",887,729,Sun 29 Oct 2006,"Chef, Broadcaster, Restaurateur"
"",888,730,Sun 15 Oct 2006,Foreign correspondent
"",889,731,Sun 01 Oct 2006,"Illustrator, Children's writer"
"",890,732,Sun 20 Aug 2006,"Critic, Columnist"
"",891,608,Sun 13 Aug 2006,"Broadcaster, Entrepreneur, TV producer"
"",892,733,Sun 06 Aug 2006,"Children's writer, Poet, Broadcaster"
"",893,41,Sun 30 Jul 2006,Playwright
"",894,734,Sun 16 Jul 2006,Novelist
"",895,735,Sun 09 Jul 2006,"Horticulturalist, Broadcaster"
"",896,736,Sun 02 Jul 2006,"Chief Executive of BP, Businessman"
"",897,737,Sun 18 Jun 2006,"Physicist, Nobel Prize winner"
"",898,738,Sun 11 Jun 2006,Clothing designer and retailer
"",899,739,Sun 04 Jun 2006,"Comedian, Satirist, Writer"
"",900,740,Sun 28 May 2006,"Leader of the Conservative Party (became Prime Minister in 2010), Politician - Conservative"
"",901,741,Sun 21 May 2006,Director-General of the CBI
"",902,742,Sun 07 May 2006,"Conductor, Pianist"
"",903,743,Sun 12 Mar 2006,Award winning actor
