"Episode ID","Record ID",Choice,Fav
491,1423,4,0
491,3116,5,0
491,1553,6,0
491,854,7,0
491,2933,8,1
492,3010,1,0
492,3117,2,0
492,2655,3,0
492,438,4,0
492,3118,5,0
492,3119,6,0
492,3120,7,0
492,475,8,0
493,3121,1,0
493,3122,2,0
493,2282,3,0
493,3123,4,0
493,3124,5,0
493,3125,6,0
493,3126,7,0
493,643,8,0
494,2150,1,1
494,2658,2,0
494,3127,3,0
494,3128,4,0
494,3129,5,0
494,3081,6,0
494,1849,7,0
494,1248,8,0
495,2858,1,0
495,3130,2,0
495,3131,3,0
495,3132,4,0
495,3133,5,0
495,3134,6,0
495,979,7,1
495,1337,8,0
496,3135,1,0
496,3136,2,0
496,3137,3,0
496,1875,4,0
496,2582,5,0
496,3138,6,0
496,3139,7,0
496,2611,8,1
497,1275,1,0
497,2526,2,0
497,3140,3,0
497,2140,4,1
497,2724,5,0
497,3141,6,0
497,3142,7,0
497,3143,8,0
498,3028,1,1
498,3144,2,0
498,2874,3,0
498,432,4,0
498,3145,5,0
498,3146,6,0
498,3147,7,0
498,3148,8,0
499,475,1,0
499,3149,2,0
499,3150,3,0
499,3151,4,0
499,2694,5,1
499,3152,6,0
499,3153,7,0
499,3154,8,0
500,293,1,0
500,625,2,0
500,2985,3,0
500,3155,4,0
500,1595,5,0
500,979,6,0
500,3156,7,0
500,3112,8,1
501,2756,1,1
501,3157,2,0
501,3158,3,0
501,3159,4,0
501,2322,5,0
501,3160,6,0
501,1623,7,0
501,2087,8,0
502,3161,1,0
502,3162,2,0
502,3163,3,0
502,1556,4,0
502,3164,5,0
502,1899,6,0
502,3165,7,0
502,3166,8,1
503,3167,1,0
503,3168,2,0
503,3169,3,0
503,3170,4,0
503,3171,5,0
503,3172,6,0
503,3173,7,0
503,2614,8,1
504,3174,1,0
504,2146,2,0
504,1556,3,0
504,876,4,1
504,3175,5,0
504,642,6,0
504,1623,7,0
504,3176,8,0
505,642,1,0
505,3177,2,0
505,3178,3,0
505,3179,4,0
505,3180,5,0
505,1316,6,0
505,3181,7,0
505,3182,8,0
506,854,1,1
506,2023,2,0
506,2461,3,0
506,3183,4,0
506,1575,5,0
506,3184,6,0
506,3185,7,0
506,2847,8,0
507,3186,1,0
507,3187,2,0
507,3188,3,0
507,2820,4,0
507,3189,5,1
507,3190,6,0
507,3191,7,0
507,1988,8,0
508,3192,1,0
508,3193,2,0
508,3194,3,0
508,3195,4,0
508,3165,5,0
508,2387,6,0
508,27,7,0
508,3196,8,1
509,1800,1,1
509,3197,2,0
509,3198,3,0
509,3199,4,0
509,2392,5,0
509,718,6,0
509,1988,7,0
509,3200,8,0
510,685,1,1
510,3201,2,0
510,475,3,0
510,3202,4,0
510,3203,5,0
510,3011,6,0
510,272,7,0
510,1800,8,0
511,3204,1,0
511,3205,2,1
511,3206,3,0
511,3207,4,0
511,3208,5,0
511,3209,6,0
511,3210,7,0
511,3211,8,0
512,1849,1,0
512,3212,2,0
512,3213,3,1
512,3214,4,0
512,2532,5,0
512,865,6,0
512,1337,7,0
512,3215,8,0
513,1320,1,0
513,2150,2,1
513,475,3,0
513,1603,4,0
513,2896,5,0
513,685,6,0
513,3216,7,0
513,3217,8,0
514,844,1,0
514,3218,2,0
514,3031,3,0
514,3219,4,0
514,3220,5,0
514,3221,6,0
514,3222,7,0
514,3223,8,1
515,3224,1,0
515,3225,2,0
515,635,3,0
515,2619,4,1
515,3226,5,0
515,3227,6,0
515,3228,7,0
515,2798,8,0
516,1887,1,1
516,195,2,0
516,2079,3,0
516,3229,4,0
516,3032,5,0
516,3230,6,0
516,3231,7,0
516,3232,8,0
517,3233,1,0
517,3234,2,0
517,2734,3,0
517,1360,4,0
517,3235,5,0
517,3236,6,1
517,3237,7,0
517,3238,8,0
518,2600,1,0
518,2149,2,1
518,2375,3,0
518,3239,4,0
518,3033,5,0
518,1599,6,0
518,3240,7,0
518,3241,8,0
519,322,1,0
519,3242,2,0
519,1437,3,0
519,3243,4,0
519,2150,5,0
519,3244,6,0
519,3245,7,0
519,3246,8,1
520,612,1,0
520,3247,2,0
520,3248,3,0
520,2661,4,1
520,3249,5,0
520,2043,6,0
520,3250,7,0
520,1595,8,0
521,3251,1,1
521,3252,2,0
521,3253,3,0
521,3254,4,0
521,3255,5,0
521,3256,6,0
521,3257,7,0
521,3258,8,0
522,2067,1,1
522,3259,2,0
522,475,3,0
522,3260,4,0
522,2999,5,0
522,3261,6,0
522,3262,7,0
522,689,8,0
523,3263,1,0
523,1559,2,0
523,3015,3,0
523,2957,4,0
523,3264,5,0
523,587,6,0
523,3265,7,0
523,3147,8,0
524,3266,1,0
524,873,2,0
524,2532,3,1
524,3267,4,0
524,3268,5,0
524,3269,6,0
524,1961,7,0
524,2655,8,0
525,3270,1,0
525,1336,2,0
525,3271,3,0
525,3272,4,0
525,3273,5,1
525,1881,6,0
525,2852,7,0
525,3274,8,0
526,746,1,1
526,3275,2,0
526,709,3,0
526,3276,4,0
526,3277,5,0
526,3278,6,0
526,3279,7,0
526,3280,8,0
527,3281,1,1
527,2993,2,0
527,336,3,0
527,3282,4,0
527,815,5,0
527,3283,6,0
527,1524,7,0
527,3284,8,0
528,2919,1,1
528,3283,2,0
528,1126,3,0
528,336,4,0
528,3285,5,0
528,2798,6,0
528,1224,7,0
528,3286,8,0
529,3287,1,0
529,3183,2,0
529,3288,3,0
529,3289,4,0
529,2859,5,0
529,3290,6,0
529,2876,7,0
529,637,8,1
530,3291,1,0
530,3292,2,0
530,2022,3,0
530,3196,4,0
530,2981,5,0
530,3293,6,0
530,3294,7,0
530,3295,8,1
531,1217,1,0
531,3296,2,0
531,3297,3,0
531,3298,4,0
531,3299,5,0
531,3300,6,0
531,3301,7,0
531,405,8,0
532,3302,1,0
532,238,2,0
532,27,3,0
532,979,4,0
532,1423,5,0
532,3303,6,0
532,3304,7,1
532,432,8,0
533,2642,1,1
533,399,2,0
533,1611,3,0
533,3305,4,0
533,3306,5,0
533,3307,6,0
533,3308,7,0
533,1899,8,0
534,1246,1,1
534,3309,2,0
534,3310,3,0
534,3311,4,0
534,341,5,0
534,2623,6,0
534,3312,7,0
534,3313,8,0
535,3314,1,0
535,3315,2,0
535,1009,3,0
535,3290,4,1
535,3316,5,0
535,3317,6,0
535,383,7,0
535,478,8,0
536,158,1,0
536,718,2,0
536,2719,3,0
536,1418,4,0
536,2065,5,0
536,467,6,0
536,432,7,1
536,3318,8,0
537,3319,1,0
537,3320,2,0
537,3321,3,0
537,3011,4,0
537,3121,5,0
537,3322,6,0
537,3323,7,0
537,3301,8,1
538,2607,1,0
538,3324,2,0
538,405,3,0
538,718,4,0
538,3325,5,0
538,2858,6,0
538,3326,7,0
538,3327,8,1
539,3328,1,0
539,3329,2,0
539,3330,3,0
539,3331,4,0
539,3332,5,0
539,3333,6,0
539,2749,7,0
539,2125,8,1
540,3334,1,0
540,1247,2,0
540,3311,3,0
540,2114,4,0
540,3335,5,0
540,3336,6,0
540,3123,7,0
540,3337,8,0
541,2357,1,0
541,3338,2,1
541,2362,3,0
541,3339,4,0
541,3248,5,0
541,3340,6,0
541,3341,7,0
541,3342,8,0
542,3343,1,0
542,3344,2,0
542,3345,3,0
542,3346,4,0
542,3347,5,0
542,2788,6,1
542,3348,7,0
542,3349,8,0
543,3350,1,0
543,3351,2,1
543,3352,3,0
543,3353,4,0
543,3354,5,0
543,3355,6,0
543,3356,7,0
543,3052,8,0
544,3357,1,0
544,3358,2,0
544,3359,3,0
544,461,4,0
544,3360,5,0
544,3361,6,0
544,3362,7,0
544,3363,8,1
545,2705,1,0
545,399,2,0
545,3364,3,0
545,1336,4,0
545,815,5,0
545,3365,6,0
545,2150,7,1
545,283,8,0
546,831,1,0
546,3366,2,0
546,3367,3,0
546,3368,4,0
546,3369,5,0
546,2757,6,0
546,845,7,0
546,2526,8,1
547,2392,1,1
547,3370,2,0
547,3266,3,0
547,3371,4,0
547,3372,5,0
547,3373,6,0
547,3374,7,0
547,2600,8,0
548,979,1,0
548,899,2,0
548,1336,3,0
548,3375,4,0
548,3376,5,0
548,3377,6,0
548,669,7,0
548,1337,8,1
549,1676,1,0
549,3378,2,0
549,1849,3,0
549,3379,4,1
549,3380,5,0
549,3381,6,0
549,3382,7,0
549,3262,8,0
550,3383,1,0
550,3384,2,0
550,151,3,0
550,3385,4,0
550,3386,5,0
550,3387,6,0
550,186,7,1
550,3052,8,0
551,3388,1,0
551,2150,2,0
551,3389,3,0
551,1086,4,0
551,3011,5,1
551,2879,6,0
551,3390,7,0
551,322,8,0
552,3391,1,0
552,3392,2,0
552,158,3,0
552,3393,4,1
552,3394,5,0
552,2756,6,0
552,3395,7,0
552,3396,8,0
553,689,1,0
553,3397,2,0
553,3398,3,0
553,105,4,1
553,3036,5,0
553,3399,6,0
553,2464,7,0
553,3400,8,0
554,3227,1,0
554,3240,2,0
554,1248,3,0
554,1203,4,0
554,1618,5,0
554,1968,6,0
554,3183,7,0
554,3401,8,1
555,3402,1,0
555,3403,2,1
555,660,3,0
555,3404,4,0
555,1800,5,0
555,643,6,0
555,913,7,0
555,1337,8,0
556,563,1,0
556,642,2,0
556,1255,3,0
556,1954,4,0
556,2896,5,0
556,2287,6,0
556,2079,7,0
556,3405,8,0
557,3406,1,1
557,3407,2,0
557,3408,3,0
557,3409,4,0
557,3410,5,0
557,3411,6,0
557,3412,7,0
557,3413,8,0
558,2985,1,1
558,2140,2,0
558,3414,3,0
558,408,4,0
558,3415,5,0
558,1483,6,0
558,3416,7,0
558,3417,8,0
559,2919,1,0
559,689,2,0
559,1931,3,0
559,3418,4,0
559,3419,5,0
559,3420,6,0
559,3010,7,0
559,3421,8,0
560,3422,1,0
560,3423,2,0
560,3424,3,0
560,3425,4,0
560,3426,5,0
560,3427,6,0
560,3428,7,0
560,3429,8,0
561,272,1,0
561,1697,2,0
561,432,3,1
561,1200,4,0
561,3430,5,0
561,3431,6,0
561,1316,7,0
561,1688,8,0
562,3432,1,0
562,1319,2,0
562,3433,3,0
562,3434,4,0
562,3435,5,0
562,3289,6,1
562,3306,7,0
562,3436,8,0
563,3212,1,0
563,3437,2,0
563,3438,3,0
563,3439,4,0
563,3440,5,0
563,3441,6,0
563,3442,7,0
563,3443,8,1
564,3444,1,0
564,2985,2,0
564,3445,3,0
564,3446,4,1
564,3447,5,0
564,3448,6,0
564,2700,7,0
564,3449,8,0
565,3450,1,0
565,1453,2,0
565,2705,3,0
565,990,4,0
565,3451,5,0
565,3452,6,0
565,3453,7,0
565,3454,8,0
566,3108,1,1
566,3455,2,0
566,1556,3,0
566,3456,4,0
566,1881,5,0
566,3457,6,0
566,3458,7,0
566,3459,8,0
567,3245,1,0
567,3460,2,0
567,2859,3,0
567,3461,4,0
567,3462,5,1
567,986,6,0
567,3463,7,0
567,685,8,0
568,3464,1,1
568,3465,2,0
568,3466,3,0
568,3467,4,0
568,3468,5,0
568,3469,6,0
568,3470,7,0
568,3471,8,0
569,718,1,0
569,3472,2,0
569,3473,3,0
569,2525,4,0
569,3112,5,1
569,3474,6,0
569,3475,7,0
569,3476,8,0
570,534,1,1
570,3477,2,0
570,1588,3,0
570,1359,4,0
570,3478,5,0
570,3479,6,0
570,3480,7,0
570,3481,8,0
571,3482,1,0
571,3483,2,0
571,3484,3,0
571,3485,4,0
571,612,5,1
571,3306,6,0
571,3486,7,0
571,3487,8,0
572,3488,1,0
572,3489,2,0
572,3490,3,1
572,612,4,0
572,186,5,0
572,3491,6,0
572,996,7,0
572,3492,8,0
573,3493,1,0
573,3494,2,0
573,1320,3,0
573,2022,4,0
573,478,5,0
573,3495,6,0
573,1197,7,0
573,3496,8,1
574,3497,1,0
574,3498,2,0
574,2022,3,0
574,3499,4,0
574,3500,5,0
574,254,6,0
574,3501,7,0
574,2830,8,0
575,3502,1,0
575,1892,2,0
575,3503,3,1
575,3504,4,0
575,3505,5,0
575,3506,6,0
575,2216,7,0
575,3507,8,0
576,3011,1,0
576,2146,2,0
576,2573,3,1
576,3508,4,0
576,513,5,0
576,3509,6,0
576,2022,7,0
576,587,8,0
577,3510,1,0
577,2972,2,0
577,2150,3,0
577,3511,4,0
577,3512,5,0
577,3513,6,0
577,1531,7,0
577,3514,8,0
578,3515,1,0
578,2510,2,0
578,3033,3,1
578,3516,4,0
578,2987,5,0
578,3517,6,0
578,2949,7,0
578,3518,8,0
579,914,1,0
579,1565,2,0
579,1157,3,0
579,1483,4,0
579,137,5,0
579,467,6,0
579,3519,7,0
579,304,8,1
580,1675,1,0
580,3520,2,0
580,3112,3,0
580,3521,4,0
580,3522,5,0
580,2858,6,0
580,2794,7,0
580,3523,8,1
581,3524,1,0
581,3525,2,0
581,3526,3,0
581,298,4,0
581,3527,5,0
581,3528,6,0
581,3529,7,0
581,3530,8,0
582,3531,1,0
582,3532,2,0
582,3533,3,0
582,3534,4,0
582,3522,5,1
582,3535,6,0
582,3536,7,0
582,3537,8,0
583,3538,1,0
583,2532,2,0
583,3539,3,1
583,3540,4,0
583,3541,5,0
583,1526,6,0
583,2582,7,0
583,991,8,0
584,3542,1,0
584,3543,2,0
584,3122,3,0
584,3544,4,0
584,3545,5,0
584,3490,6,0
584,3546,7,0
584,3547,8,1
585,3548,1,0
585,3549,2,0
585,3550,3,0
585,3551,4,0
585,405,5,0
585,3552,6,0
585,3553,7,0
585,3554,8,1
586,3555,1,0
586,3556,2,1
586,3557,3,0
586,911,4,0
586,3558,5,0
586,3559,6,0
586,3560,7,0
586,3561,8,0
587,3562,1,0
587,3021,2,0
587,514,3,0
587,1243,4,0
587,3563,5,0
587,3564,6,0
587,3565,7,1
587,3033,8,0
588,3033,1,0
588,1158,2,0
588,322,3,0
588,2534,4,0
588,3566,5,0
588,3567,6,1
588,2725,7,0
588,3568,8,0
589,3569,1,0
589,1248,2,0
589,3570,3,0
589,3571,4,0
589,3572,5,0
589,1619,6,0
589,283,7,1
589,2407,8,0
590,3011,1,1
590,3573,2,0
590,3574,3,0
590,1851,4,0
590,3575,5,0
590,3576,6,0
590,3577,7,0
590,1086,8,0
591,3578,1,0
591,3368,2,1
591,3579,3,0
591,3580,4,0
591,2919,5,0
591,2358,6,0
591,3581,7,0
591,1556,8,0
592,3582,1,0
592,3583,2,0
592,1989,3,0
592,3584,4,0
592,1663,5,0
592,3585,6,0
592,1665,7,1
592,3586,8,0
593,3587,1,1
593,3588,2,0
593,3589,3,0
593,1812,4,0
593,3590,5,0
593,635,6,0
593,3591,7,0
593,3592,8,0
594,758,1,0
594,3593,2,0
594,3594,3,0
594,3595,4,0
594,3596,5,0
594,3597,6,0
594,1586,7,1
594,1663,8,0
595,3598,1,0
595,3599,2,0
595,430,3,0
595,3600,4,0
595,3601,5,0
595,3602,6,0
595,2146,7,0
595,839,8,0
596,2146,1,0
596,3603,2,0
596,860,3,0
596,2172,4,0
596,430,5,0
596,2084,6,0
596,1126,7,0
596,3164,8,0
597,1251,1,0
597,3434,2,0
597,3604,3,0
597,3605,4,0
597,2724,5,0
597,3606,6,0
597,1787,7,0
597,3592,8,1
598,3607,1,0
598,432,2,0
598,430,3,0
598,3608,4,0
598,3609,5,0
598,3610,6,0
598,3611,7,0
598,3612,8,1
599,3613,1,0
599,2692,2,0
599,3614,3,0
599,3615,4,0
599,3616,5,0
599,718,6,0
599,3617,7,1
599,3618,8,0
600,2172,1,0
600,3619,2,0
600,3620,3,0
600,3621,4,0
600,3622,5,0
600,3623,6,0
600,3624,7,0
600,1048,8,1
601,2320,1,1
601,3625,2,0
601,760,3,0
601,3626,4,0
601,3627,5,0
601,3573,6,0
601,2532,7,0
601,3628,8,0
602,1968,1,0
602,2755,2,0
602,1442,3,0
602,3629,4,0
602,3630,5,0
602,3631,6,0
602,1800,7,0
602,3632,8,0
603,3633,1,0
603,3634,2,0
603,3635,3,0
603,3636,4,0
603,3637,5,1
603,3638,6,0
603,3639,7,0
603,3640,8,0
604,3641,1,0
604,3642,2,0
604,3643,3,0
604,3644,4,0
604,637,5,0
604,3645,6,0
604,1715,7,1
604,2775,8,0
605,3646,1,0
605,1224,2,1
605,3112,3,0
605,2528,4,0
605,3647,5,0
605,612,6,0
605,3648,7,0
605,3649,8,0
606,3650,1,0
606,3651,2,1
606,3652,3,0
606,1787,4,0
606,3653,5,0
606,3654,6,0
606,2596,7,0
606,1576,8,0
607,3261,1,0
607,3655,2,0
607,3656,3,0
607,3657,4,0
607,3658,5,0
607,3659,6,0
607,3660,7,0
607,1251,8,1
608,3661,1,0
608,3662,2,0
608,3663,3,0
608,3664,4,0
608,3665,5,0
608,3666,6,0
608,3667,7,1
608,3668,8,0
609,3669,1,0
609,3670,2,0
609,669,3,0
609,2146,4,0
609,3671,5,0
609,3672,6,0
609,3673,7,0
609,3674,8,1
610,3675,1,0
610,3676,2,0
610,475,3,0
610,1453,4,1
610,1961,5,0
610,3677,6,0
610,2150,7,0
610,3678,8,0
611,3114,1,1
611,3679,2,0
611,3680,3,0
611,322,4,0
611,3681,5,0
611,3682,6,0
611,3683,7,0
611,854,8,0
612,3684,1,0
612,1665,2,0
612,3685,3,1
612,3686,4,0
612,3687,5,0
612,3688,6,0
612,3689,7,0
612,1688,8,0
613,3523,1,1
613,3690,2,0
613,3691,3,0
613,3692,4,0
613,3600,5,0
613,2708,6,0
613,1968,7,0
613,3693,8,0
614,2067,1,0
614,3694,2,0
614,1162,3,1
614,2375,4,0
614,3670,5,0
614,3615,6,0
614,3695,7,0
614,3696,8,0
615,2164,1,0
615,3697,2,0
615,3698,3,0
615,3699,4,0
615,3700,5,0
615,3701,6,0
615,3702,7,0
615,1374,8,1
616,1599,1,0
616,3703,2,0
616,322,3,0
616,3704,4,1
616,3705,5,0
616,3706,6,0
616,3707,7,0
616,3708,8,0
617,1002,1,0
617,3578,2,0
617,3709,3,0
617,3710,4,0
617,3711,5,1
617,1830,6,0
617,3712,7,0
617,3713,8,0
618,1954,1,0
618,3714,2,0
618,2719,3,0
618,3715,4,0
618,3523,5,0
618,3716,6,1
618,2677,7,0
618,568,8,0
619,2489,1,1
619,3717,2,0
619,3718,3,0
619,3719,4,0
619,3720,5,0
619,3694,6,0
619,1246,7,0
619,3721,8,0
620,3044,1,0
620,3722,2,0
620,3723,3,0
620,3094,4,0
620,3724,5,0
620,3725,6,1
620,3726,7,0
620,3727,8,0
621,1217,1,1
621,3728,2,0
621,3261,3,0
621,3729,4,0
621,1526,5,0
621,3730,6,0
621,1962,7,0
621,3731,8,0
622,1217,1,0
622,3732,2,0
622,3733,3,0
622,2872,4,0
622,3734,5,0
622,3036,6,0
622,3735,7,0
622,235,8,1
623,3147,1,0
623,911,2,0
623,3011,3,0
623,3736,4,0
623,322,5,1
623,3737,6,0
623,2150,7,0
623,844,8,0
624,3738,1,0
624,3739,2,1
624,3740,3,0
624,3741,4,0
624,1400,5,0
624,3742,6,0
624,3743,7,0
624,831,8,0
625,3084,1,0
625,3744,2,0
625,391,3,0
625,3745,4,0
625,329,5,0
625,3746,6,0
625,1148,7,1
625,2374,8,0
626,3747,1,0
626,3748,2,0
626,2322,3,0
626,3749,4,0
626,3750,5,0
626,3751,6,0
626,3752,7,0
626,3753,8,1
627,3754,1,0
627,1940,2,0
627,2150,3,0
627,3755,4,0
627,3756,5,0
627,3757,6,0
627,3758,7,0
627,854,8,1
628,1445,1,0
628,3759,2,1
628,3760,3,0
628,3761,4,0
628,3762,5,0
628,3763,6,0
628,1359,7,0
628,3764,8,0
629,3765,1,0
629,3766,2,0
629,3767,3,0
629,3033,4,0
629,3768,5,0
629,3769,6,0
629,914,7,0
629,3770,8,1
630,2371,1,0
630,433,2,0
630,3771,3,1
630,3772,4,0
630,1988,5,0
630,3773,6,0
630,3774,7,0
630,565,8,0
631,3775,1,0
631,758,2,0
631,3776,3,1
631,3777,4,0
631,3778,5,0
631,3779,6,0
631,3780,7,0
631,3781,8,0
632,3782,1,0
632,3783,2,0
632,158,3,0
632,3784,4,0
632,2233,5,0
632,574,6,0
632,3785,7,1
632,3786,8,0
633,1861,1,1
633,3787,2,0
633,1203,3,0
633,105,4,0
633,3788,5,0
633,3789,6,0
633,1442,7,0
633,2058,8,0
634,3790,1,0
634,3791,2,0
634,3792,3,0
634,1556,4,0
634,3326,5,0
634,3793,6,0
634,637,7,0
634,283,8,1
635,3794,1,0
635,2364,2,0
635,3795,3,0
635,2882,4,0
635,809,5,0
635,3796,6,0
635,2150,7,0
635,3797,8,0
636,3798,1,0
636,3799,2,0
636,3201,3,0
636,3800,4,0
636,3801,5,0
636,3802,6,1
636,3803,7,0
636,3804,8,0
637,3805,1,1
637,3806,2,0
637,3807,3,0
637,3808,4,0
637,3809,5,0
637,3810,6,0
637,3368,7,0
637,3811,8,0
638,2732,1,0
638,326,2,0
638,3812,3,0
638,101,4,1
638,991,5,0
638,3770,6,0
638,3813,7,0
638,1096,8,0
639,1988,1,0
639,3814,2,0
639,3815,3,0
639,2322,4,0
639,524,5,0
639,3816,6,0
639,3817,7,0
639,3818,8,1
640,3819,1,0
640,3820,2,0
640,3821,3,0
640,1217,4,0
640,3822,5,0
640,3823,6,1
640,3824,7,0
640,3825,8,0
641,3826,1,0
641,3827,2,0
641,3828,3,0
641,3829,4,0
641,1086,5,0
641,1565,6,0
641,3830,7,1
641,3831,8,0
642,3832,1,0
642,3833,2,1
642,3834,3,0
642,3835,4,0
642,3836,5,0
642,3837,6,0
642,3838,7,0
642,3839,8,0
643,3840,1,1
643,3841,2,0
643,3842,3,0
643,669,4,0
643,3843,5,0
643,2447,6,0
643,3844,7,0
644,3845,1,0
644,3846,2,0
644,3847,3,0
644,3201,4,0
644,3848,5,1
644,3849,6,0
644,3850,7,0
644,3851,8,0
645,660,1,1
645,1086,2,0
645,3852,3,0
645,3011,4,0
645,815,5,0
645,2636,6,0
645,2933,7,0
645,3853,8,0
646,2079,1,1
646,3854,2,0
646,2859,3,0
646,3855,4,0
646,3856,5,0
646,3857,6,0
646,2022,7,0
646,524,8,0
647,1023,1,0
647,432,2,0
647,3858,3,0
647,3859,4,0
647,880,5,0
647,1157,6,0
647,524,7,0
647,3860,8,1
648,3861,1,0
648,3144,2,0
648,3862,3,0
648,839,4,0
648,3863,5,0
648,3864,6,0
648,3246,7,0
648,2150,8,1
649,3865,1,0
649,2625,2,0
649,761,3,0
649,3866,4,0
649,3867,5,0
649,3868,6,0
649,3869,7,0
649,718,8,1
650,2146,1,0
650,3870,2,0
650,3871,3,0
650,3872,4,0
650,3873,5,0
650,3874,6,0
650,3875,7,1
650,3876,8,0
651,1359,1,1
651,3877,2,0
651,2655,3,0
651,3878,4,0
651,3879,5,0
651,3880,6,0
651,3881,7,0
651,3882,8,0
652,3883,1,0
652,3884,2,0
652,3885,3,0
652,3886,4,0
652,3887,5,0
652,3888,6,0
652,2578,7,1
652,3889,8,0
653,2755,1,0
653,2286,2,0
653,3890,3,0
653,3891,4,0
653,3892,5,1
653,2730,6,0
653,2858,7,0
653,1688,8,0
654,854,1,1
654,2749,2,0
654,3893,3,0
654,2123,4,0
654,3894,5,0
654,3895,6,0
654,3896,7,0
654,269,8,0
655,3897,1,0
655,3898,2,0
655,3899,3,0
655,3900,4,0
655,3901,5,0
655,3902,6,0
655,3835,7,0
655,1526,8,1
656,3903,1,0
656,18,2,0
656,3904,3,0
656,3905,4,0
656,3906,5,0
656,2194,6,0
656,3147,7,0
656,2425,8,1
657,158,1,1
657,3907,2,0
657,3908,3,0
657,3909,4,0
657,2830,5,0
657,3910,6,0
657,3911,7,0
657,3912,8,0
658,3913,1,0
658,3820,2,0
658,914,3,1
658,3914,4,0
658,3684,5,0
658,3915,6,0
658,3916,7,0
658,2788,8,0
659,3917,1,0
659,2957,2,0
659,3918,3,0
659,3919,4,0
659,3920,5,0
659,3921,6,0
659,1437,7,0
659,3033,8,0
660,432,1,0
660,3922,2,0
660,1948,3,0
660,3923,4,1
660,3924,5,0
660,3925,6,0
660,3926,7,0
660,3927,8,0
661,3928,1,1
661,3051,2,0
661,3929,3,0
661,3930,4,0
661,3931,5,0
661,1576,6,0
661,3932,7,0
661,3933,8,0
662,3934,1,1
662,3935,2,0
662,1630,3,0
662,3936,4,0
662,3937,5,0
662,2377,6,0
662,3938,7,0
662,269,8,0
663,524,1,1
663,3033,2,0
663,3939,3,0
663,2771,4,0
663,3940,5,0
663,3941,6,0
663,1556,7,0
663,3942,8,0
664,3943,1,0
664,3944,2,0
664,3945,3,0
664,875,4,0
664,3946,5,0
664,3947,6,0
664,3948,7,0
664,2146,8,1
665,3949,1,0
665,3950,2,0
665,3951,3,0
665,108,4,0
665,831,5,0
665,3952,6,0
665,3335,7,0
665,3953,8,1
666,3954,1,0
666,3955,2,0
666,3956,3,0
666,3957,4,0
666,848,5,0
666,3033,6,0
666,3958,7,0
666,3959,8,0
667,3960,1,0
667,3961,2,0
667,3962,3,0
667,3963,4,0
667,3578,5,0
667,2859,6,1
667,635,7,0
667,2084,8,0
668,3964,1,0
668,3965,2,0
668,643,3,0
668,3966,4,0
668,3967,5,0
668,3968,6,0
668,3969,7,0
668,1337,8,1
669,3970,1,0
669,3971,2,0
669,563,3,0
669,3972,4,0
669,3973,5,0
669,3311,6,0
669,3974,7,0
669,3975,8,1
670,3976,1,1
670,563,2,0
670,3977,3,0
670,3978,4,0
670,991,5,0
670,1626,6,0
670,3326,7,0
670,3979,8,0
671,3980,1,0
671,3981,2,0
671,3982,3,0
671,3983,4,0
671,3984,5,1
671,3985,6,0
671,3986,7,0
671,635,8,0
672,2805,1,1
672,3987,2,0
672,3988,3,0
672,3989,4,0
672,3990,5,0
672,3991,6,0
672,3992,7,0
672,834,8,0
673,3993,1,0
673,3994,2,0
673,1371,3,0
673,3995,4,0
673,3996,5,0
673,914,6,0
673,3997,7,1
673,3998,8,0
674,3999,1,0
674,4000,2,0
674,2677,3,0
674,2519,4,0
674,422,5,0
674,4001,6,0
674,4002,7,0
674,1327,8,1
675,2788,1,0
675,4003,2,0
675,4004,3,0
675,4005,4,1
675,2146,5,0
675,4006,6,0
675,4007,7,0
675,4008,8,0
676,1474,1,0
676,2371,2,0
676,1163,3,0
676,568,4,0
676,3011,5,0
676,4009,6,0
676,4010,7,1
676,821,8,0
677,4011,1,0
677,4012,2,0
677,3684,3,0
677,4013,4,0
677,4014,5,0
677,2602,6,0
677,3699,7,0
677,1531,8,1
678,4015,1,0
678,4016,2,0
678,4017,3,0
678,1129,4,0
678,4018,5,0
678,3684,6,0
678,4019,7,0
678,2724,8,1
679,4020,1,0
679,4021,2,0
679,4022,3,0
679,2243,4,1
679,1086,5,0
679,2631,6,0
679,4023,7,0
679,592,8,0
680,4024,1,0
680,1903,2,0
680,4025,3,0
680,4026,4,0
680,4027,5,0
680,2371,6,1
680,4028,7,0
680,4029,8,0
681,4030,1,0
681,4031,2,0
681,4032,3,0
681,4033,4,0
681,828,5,0
681,4034,6,0
681,4035,7,0
681,3081,8,0
682,2482,1,1
682,4036,2,0
682,4037,3,0
682,4038,4,0
682,399,5,0
682,2771,6,0
682,4039,7,0
682,3330,8,0
683,2560,1,0
683,4040,2,0
683,4041,3,0
683,4042,4,0
683,4043,5,0
683,2532,6,0
683,4044,7,0
683,322,8,0
684,4045,1,0
684,1900,2,0
684,3330,3,0
684,4046,4,0
684,836,5,0
684,4047,6,0
684,4048,7,0
684,4049,8,0
685,2854,1,0
685,1374,2,1
685,4050,3,0
685,4051,4,0
685,4052,5,0
685,4053,6,0
685,1599,7,0
685,158,8,0
686,4054,1,0
686,332,2,0
686,4055,3,0
686,4056,4,0
686,3964,5,0
686,3103,6,0
686,1524,7,0
686,4057,8,0
687,3222,1,0
687,4058,2,0
687,1619,3,0
687,4059,4,0
687,4060,5,0
687,913,6,0
687,4061,7,0
687,761,8,1
688,4062,1,0
