1131,Mikis Theodorakis,Vraho vraho (My grief is like a rock),""
1132,Luciano Pavarotti,O Sole Mio,""
1133,Klevrisa Ensemble,Alter Yiddisher Tants (Old Jewish Dance),""
1134,Johann Sebastian Bach,English Suite No. 1 in A major - 1st movement,Soloist: Murray Perahia
1135,"Alan Jabbour, Mike Seeger, Tom Kelly, Gil Carter",Boatman,""
1136,Johann Sebastian Bach,Orchestral Suite No. 3 in D major - 2nd movement  (Air on a G string),Orchestra: Academy of St Martin in the Fields
1137,Cormac Breatnach,Port na bPucai,Composer: Cormac Breatnach
1138,Unknown,Unknown Romanian Song,""
1139,Penguin Cafe,Isle of View,""
1140,Ewan MacColl,The Joy of Living,""
1141,Irene Scott,My Joy Of You,""
1142,Paul Simon,Loves Me Like A Rock,""
1143,Johannes Brahms,Serenade No. 1 in D major,Orchestra: BRT Philharmonic Orchestra of Brussels
1144,Johann Sebastian Bach,St Matthew Passion - Ich will bei meinem Jesu wachen,"Soloist: Ernst Haefliger
Orchestra: Munich-Bach Orchestra"
1145,Pearl Bailey,Beat Out Dat Rhythm on a Drum,""
1146,Max Adrian,The Best of All Possible Worlds,""
1147,Alan Price,Simon Smith and his Amazing Dancing Bear,""
1148,Jean Sibelius,Symphony No. 4 in A minor,Orchestra: Danish National Radio Symphony Orchestra
1149,Claudio Monteverdi,Pur ti miro (from The Coronation of Poppea ),Soloist: Danielle Borst  Guillemette Laurens
1150,The Beatles,A Little Help from My Friends,""
1151,Johann Sebastian Bach,"St Matthew Passion - Give, O give me back my Lord","Soloist: William Parsons
Orchestra: Jacques Orchestra"
1152,Lotte Lenya,Seer&#xE4;uber Jenny,""
1153,Billie Holiday,Gloomy Sunday,""
1154,Claudio Monteverdi,Love Duet (from L'incoronazione di Poppea),"Soloist: Magda Laszlo, Richard Lewis
Orchestra: Royal Philharmonic Orchestra
Conductor: John Pritchard"
1155,John Dowland,"Weep You No More, Sad Fountains","Soloist: Richard Lewis, Jacqueline Bonneau"
1156,Robert Rounseville,It Must Be So from Candide,""
1157,Johann Sebastian Bach,Brandenburg Concerto No. 3 in G major,"Orchestra: Bath Festival Chamber Orchestra
Conductor: Yehudi Menuhin"
1158,Johann Sebastian Bach,St Matthew Passion - Erbarme dich,"Soloist: Christa Ludwig
Orchestra: Philharmonia Orchestra  Chorus"
1159,Pink Floyd,Money,""
1160,Maurice Ravel,Daphnis and Chloe,Orchestra: Montreal Symphony Orchestra  Choir
1161,Franz Schubert,String Quintet in C major,Orchestra: Aeolian String Quartet
1162,Giacomo Puccini,Quando me'n vo' soletta (from La Boh&#xE8;me),"Soloist: Lucine Amara, Robert Merrill, Fernando Corena"
1163,Jean Sibelius,Violin Concerto in D Minor,"Soloist: Tasmin Little
Orchestra: Royal Liverpool Philharmonic Orchestra"
1164,Richard Strauss,Ein Heldenleben - finale,"Soloist: Malcolm Stewart
Orchestra: Royal Liverpool Philharmonic"
1165,Marcel Dupr&#xE9;,Prelude  Fugue in B Major,Soloist: Wayne Marshall - PRIVATE TAPE
1166,Dunvant Male Choir with Band of Welsh Guards,Guide Me O Thou Great Jehovah - Bread of Heaven,""
1167,Soft Cell,Tainted Love,""
1168,ABBA,Waterloo,""
1169,Mash Company,Theme from MASH - Suicide is Painless,""
1170,Blind Melon,No Rain,""
1171,Steve Coogan,"Knowing Me, Knowing You",Artist: Rebecca Front
1172,Depeche Mode,Personal Jesus,""
1173,Stealers Wheel,Waterloo Stuck in the Middle with You,""
1174,Wolfgang Amadeus Mozart,Flute Concerto No. 1 in G major,"Soloist: Sarah Brooke
Orchestra: Philharmonia Orchestra"
1175,Fats Waller,My Very Good Friend The Milkman,""
1176,Billie Holiday  Lester Young,I Must Have That Man,""
1177,Johannes Brahms,"Rhapsody in G minor, Op. 79/2",Soloist: Mikhail Rudy
1178,The Beatles,The Long and Winding Road,""
1179,Antonio Vivaldi,Quoniam tu solus Sanctus (from Gloria in D major),"Choir: Choir of King College, Cambridge"
1180,Gilbert  Sullivan,Take a pair of sparkling eyes (from The Gondoliers),"Orchestra: Orchestra of D&#x2019;Oyly Carte Opera
Conductor: John Pryce Jones"
1181,Georges Bizet,Au fond du temple saint (from The Pearl Fishers),Soloist: Leopold Simoneau  Rene Bianco
1182,Bing Crosby  Frank Sinatra,Well Did You Evah?,""
1183,Carroll Gibbons  The Savoy Orpheans,I'm Gonna Get Lit Up (When The Lights Go On In London),""
1184,Ron Goodwin,Those Magnificent Men in Their Flying Machines,Artist: Original Soundtrack
1185,Giuseppe Verdi,Gloria all'Egitto (from Aida),"Choir: Chorus of Royal Opera House, Convent Garden"
1186,Giacomo Puccini,La Boh&#xE8;me Act 2,"Soloist: Gianna D'Angelo, Renata Tebaldi, Bastiani"
1187,Guido Haazen,Missa Luba,Choir: The Muungano National Choir
1188,Wolfgang Amadeus Mozart,Horn Concerto No. 2 in E flat major - 2nd movement,"Soloist: Timothy Brown
Orchestra: Academy of St Martin in the Fields"
1189,Johannes Brahms,Academic Festival Overture,"Orchestra: The Chicago Symphony Orchestra
Conductor: Daniel Baren"
1190,1st Battalion of the 51st Highland Volunteers,The Reel of the 51st Highland Division,""
1191,Sergey Vasilievich Rachmaninov,"Bless the Lord, o my soul (from Liturgy of St John Chrysostom)","Soloist: Joya Logan
Choir: Corydon Singers"
1192,Leonard Bernstein,Serenade (after Plato's Symposium) - 4th movement,"Soloist: Hilary Hahn
Orchestra: Baltimore Symphony Orchestra"
1193,John Tavener,With Great Peace  Serenity from Eternal Memo,"Soloist: Steven Isserlis
Orchestra: Moscow Virtuosi
Conductor: Vladimir Spivakov"
1194,Macy Gray,Why Don't You Call Me?,""
1195,The Beatles,You've Got to Hide Your Love Away,""
1196,Jack Hylton  His Orchestra,Stormy Weather,Artist: Cecile Petrie
1197,Sir Edward Elgar,Enigma Variations - Troyte,Orchestra: City of London Symphony Orchestra
1198,Tina Turner,I Can't Stand the Rain,""
1199,Monteverdi Choir,The Creation,Artist: English Baroque Soloists
1200,Antonio Vivaldi,Gloria in D Major,Orchestra: Philharmonia Orchestra  Chorus
1201,The Beatles,Come Together,""
1202,The Smiths,Bigmouth Strikes Again,""
1203,Ludwig van Beethoven,"Piano Sonata No. 23 in F minor, Op. 57 'Appassionata'",Soloist: Wilhelm Kempff
1204,Pyotr Ilyich Tchaikovsky,Violin Concerto in D major - 1st movement,"Soloist: Kyung Wha Chung
Orchestra: London Symphony Orchestra"
1205,R.E.M.,Everybody Hurts,""
1206,Marianne Faithfull,Guilty,""
1207,Jimi Hendrix,All Along The Watchtower,""
1208,Wolfgang Amadeus Mozart,Requiem in D minor - Agnus Dei,"Choir: Vienna Singverein
Orchestra: Vienna Philharmonic Orchestra"
1209,Bing Crosby  The Andrews Sisters,Don't Fence Me In,""
1210,Richard Rodgers  Oscar Hammerstein II,Slaughter on Tenth Avenue (from On Your Toes),"Soloist: Richard Rodgers
Orchestra: The New York Philharmonic"
1211,June Bronhill and Keith Mitchell,I Know Now,""
1212,Michael Ball,With One Look,""
1213,Wolfgang Amadeus Mozart,Vesperae solennes de confessore - Laudate Dominum,Soloist: Janis Kelly
1214,Vincenzo Bellini,Norma,"Soloist: Joan Sutherland with John Alexander
Orchestra: London Symphony Orchestra"
1215,Nanci Griffith  Mac McAnally,Gulf Coast Highway,""
1216,Billy Joel,Say Goodbye to Hollywood,""
1217,Pyotr Ilyich Tchaikovsky,Piano Concerto No. 1 in B flat minor,Soloist: Ashkenazy
1218,Roxy Music,Avalon,""
1219,Jon  Vangelis,I'll Find My Way Home,""
1220,Dar Williams,As Cool As I am,""
1221,Simon  Garfunkel,Kathy&#x2019;s Song,""
1222,The Suits,Stay Strong,""
1223,Richard Lloyd and Bill Lloyd,Lake Isle of Innisfree - PRIVATE RECORDING,""
1224,Wolfgang Amadeus Mozart,Sull'aria (from The Marriage of Figaro),Soloist: Graziella Sciutti and Sena Jurinac
1225,Johann Sebastian Bach,Goldberg variations - Variations Nos. 20  21,Soloist: Glenn Gould
1226,Ella Fitzgerald,In the Still of the Night,""
1227,Martin Jarvis,Ready Steady No!,""
1228,Franz Schubert,String Quartet No. 14 in D minor 'Death and the Maiden' - 1st movement,Orchestra: Lindsay String Quartet
1229,Homer,Illiad (End of Book 19),Soloist: Derek Jacobi
1230,Joseph Haydn,"Sinfonia Concertante For Violin, Cello, Oboe",Orchestra: Chamber Orchestra of the Saare
1231,Antonin Dvorak,"Silent Woods, Op. 68/5","Soloist: Jacqueline Du Pre
Orchestra: Chicago Symphony Orchestra
Conductor: Daniel Barenboim"
1232,Pyotr Ilyich Tchaikovsky,Piano Concerto No. 1 in B flat minor - 3rd movement,"Soloist: Martha Argerich
Orchestra: Bavarian Radio Symphony Orchestra"
1233,Marescotti,Fantasque,Artist: Arturuo Benedetti Michelangeli
1234,Camille Saint-Sa&#xEB;ns,Symphony No. 3 in C minor 'Organ',"Orchestra: Berlin Philharmonic Orchestra
Conductor: James Levine"
1235,Barbra Streisand,A Sleepin' Bee,""
1236,Sir Edward Elgar,Piano Quintet in A minor -  2nd movement,"Soloist: Peter Donohoe
Orchestra: Maggini String Quartet"
1237,Michael Rupert,Live Alone and Like it,""
1238,Dmitri Shostakovich,String Quartet No. 8 in C minor - 1st movement,Orchestra: Medici String Quartet
1239,Sergei Sergeyevich Prokofiev,Romeo and Juliet Act 1,"Orchestra: Berlin Philharmonic Orchestra
Conductor: Lorin Maazel"
1240,Kermit Schafer,Pardon My Blooper,""
1241,Barbra Streisand,I Stayed Too Long at the Fair,""
1242,Tony Hancock  Kenneth Williams,Sunday Afternoon at Home (from Hancock's Half Hour),""
1243,Giuseppe Verdi,"Ah, fors' &#xE8; lui (from La traviata)","Soloist: Joan Sutherland
Orchestra: Orchestra and Chorus of Maggio Musicale Fiorentino
Conductor: John Pritchard"
1244,Frankie Howerd,Three Little Fishes,""
1245,Lena Horne,Blowin' in the Wind,""
1246,Joaqu&#xED;n Rodrigo,Concierto De Aranjuez,"Soloist: Narciso Yepes
Orchestra: National Orchestra of Spain
Conductor: Ata&#xFA;lfo Argenta"
1247,Antonin Dvorak,Cello Concerto in B minor,"Soloist: Jacqueline De Pre
Orchestra: Chicago Symphony Orchestra
Conductor: Daniel Barenboim"
1248,Ludwig van Beethoven,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight'",Soloist: Daniel Barenboim
1249,Felix Mendelssohn,Violin Concerto in E minor,"Soloist: Yehudi Menuhin
Orchestra: The Berlin Philharmonic Orchestra
Conductor: Wilhelm Furtw&#xE4;ngler"
1250,Richard Burton,Under Milk Wood - BBC ARCHIVE,Composer: Dylan Thomas
1251,Johann Sebastian Bach,Toccata and Fugue in D Minor,Soloist: Helmut Walcha
1252,Andrew Lloyd Webber,Memory (from Cats),Soloist: Elaine Paige
1253,Giacomo Puccini,Recondita armonia (from Tosca),"Soloist: Luciano Pavarotti
Orchestra: Orchestra del Maggio
Conductor: Zubin Mehta"
1254,Kenny Rogers,The Gambler,""
1255,Fr&#xE9;d&#xE9;ric Chopin,"Etude in G flat major, Op. 10/5",Soloist: Byron Janis
1256,Bill Haley  His Comets,Rock Around the Clock,""
1257,John MacFadyen,"Cumha Dhomhnuill Bhain Mhiccruimein, Lament for Donald Ban Maccimmon",""
1258,Boney M.,Rasputin,""
1259,Giuseppe Verdi,"Libiamo, ne' lieti calici (Brindisi) (from La traviata)","Soloist: Montserrat Caballe, Carlo Berogzi
Orchestra: RCA Italian Opera Orchestra and Chorus
Conductor: Georges Petre"
1260,Aled Jones,Dear Lord and Father of Mankind,""
1261,Keith Jarrett,The K&#xF6;ln Concert,""
1262,Marion Williams,Strong Again,""
1263,Johann Sebastian Bach,Sarabande,Artist: Yo Yo Man
1264,M Marais,Sonnerie De Ste Genevieve du Mont-de-Paris,"Soloist: F Biondi, J Savall, P Hantai, R Lislevand
Conductor: Jordi Savall"
1265,Georges Bizet,C&#x2019;est toi! (from Carmen),"Soloist: Placido Domingo and Tatiana Troyanos
Orchestra: London Philharmonic Orchestra
Conductor: Sir George Solti"
1266,Gipsy Kings,Opening of Amor d&#x2019;un Dia,""
1267,Randy Newman,God's Song (That&#x2019;s Why I Love Mankind),""
1268,Pyotr Ilyich Tchaikovsky,Symphony No. 4 in F minor 3rd movement,"Orchestra: New York Philharmonic Orchestra
Conductor: Leonard Bernstein"
1269,Gustav Holst,Jupiter (from The Planets),"Orchestra: Boston Symphony Orchestra
Conductor: Seiji Ozawa"
1270,Robb Wilton,Back Answers,""
1271,John Rutter/F S Pierpoint,For the Beauty of the Earth,"Choir: St Pauls Cathedral Choristers
Orchestra: The London Sinfonia
Conductor: John Scott"
1272,Sir Edward Elgar,The Dream of Gerontius - Softly and gently (Angel's farewell),"Artist: Dame Janet Baker Sheffield Philharmonic Chorus  the Halle choir  Orchestra
Conductor: Sir John Barbirolli"
1273,Johann Sebastian Bach,Oboe d'amore Concerto in A Major,"Soloist: Helmutt Winschermann
Orchestra: Frankfurt Bach Orchestra"
1274,Julie Andrews,How Can I Wait?,""
1275,Dmitri Shostakovich,Symphony No. 5 In D Minor,"Orchestra: Moscow Philharmonic Symphony Orchestra
Conductor: Kirill Kondrashin"
1276,Charles Penrose,The Laughing Policeman,""
1277,Janet Baker/James Bowman,La Calisto,""
1278,Wolfgang Amadeus Mozart,Oboe Quartet in F major,"Soloist: Ian Wilson
Orchestra: Gabrieli Quartet"
1279,Sir Edward Elgar,The Dream of Gerontius - Go in the name of Angels,"Soloist: Dennis Noble
Choir: Huddersfield Choral Society
Orchestra: Royal Liverpool Philharmonic Orchestra
Conductor: Malcolm Sargent"
1280,Johann Sebastian Bach,Cantata No. 170: Vergn&#xFC;gte Ruh,"Soloist: Janet Baker
Orchestra: Academy of St Martin in the Fields"
1281,Aled Jones,How Great Thou Are,""
1282,Adrian Brett and Orchestra,The Sailors Hornpipe,""
1283,The Seekers,The Carnival is Over,""
1284,African Children's Choir,O Happy Day,""
1285,Joseph Haydn,Symphony No. 94 in G major 'Surprise',"Orchestra: NBC Symphony Orchestra
Conductor: Arturo Toscanini"
1286,Richard Dimbleby,Belsen Concentration Camp,""
1287,Hippo,Sounds of the Hippo,""
1288,Felix Mendelssohn,"Song without Words in G major, Op. 62/1",Soloist: Daniel Barenboim
1289,Glenn Miller  His Orchestra,A String Of Pearls,""
1290,Ludwig van Beethoven,"Grosse Fuge in B flat major, Op. 133",Orchestra: Amadeus Quartet
1291,Gidon Saks,Ballad of a Jew Whore,Artist: Guy Dagul
1292,Leopold Koz?owski,And the Violins Stopped Playing,""
1293,Cant Del Ocells,Song of the Birds,"Soloist: Pablo Casals
Orchestra: Prades Festival Orchestra"
1294,Sir Michael Tippett,Go down Moses (from A Child of our Time),"Soloist: Damon Evans
Orchestra: London Symphony Orchestra"
1295,M People,Search for a Hero,""
1296,Modest Petrovich Mussorgsky,Farewell Prayer - from Act 4 of Boris Godunov,Soloist: Fedor Chaliapine
1297,Giuseppe Verdi,Lacrymosa (from Requiem Mass),"Choir: Robert Shaw Chorale
Orchestra: NBC Symphony Orchestra"
1298,Marian Anderson,Negro Spiritual - Crucifixion,""
1299,Johann Sebastian Bach,Sonata for Solo Violin No. 1 in G minor - 2nd movement,Artist: Sandor Vegh
1300,Joseph Haydn,The Creation,"Soloist: Fravcisco Araiza
Orchestra: Vienna Philharmonic"
1301,David Byrne,Don't Fence Me In,""
1302,Flanders and Swann,A Transport of Delight,""
1303,Rod Stewart,Blondes Have More Fun,""
1304,John Lennon,Working Class Hero,""
1305,Tom Lehrer,National Brotherhood Week,""
1306,Frank Sinatra,Chicago,""
1307,The Jacksons,Blame it on the Boogie,""
1308,Frank Sinatra,Only the Lonely,""
1309,Claude Debussy,Pr&#xE9;lude &#xE0; l'apr&#xE8;s midi d'un faune (opening),Orchestra: Sussie Romande Orchestra
1310,"Grover Washington, Jr.",Passion Flower,""
1311,Tunde Jegede,Lamentation,"Soloist: Tunde Jegede
Orchestra: London Sinfonietta"
1312,Richard Burton,The Good Morrow,Composer: John Donne
1313,Art Tatum,Sweet Lorraine,""
1314,Kenneth Horne  Kenneth Williams,Round the Horne,""
1315,Johann Sebastian Bach,"St Matthew Passion - Ach, Golgotha",Soloist: Michael Chance
1316,Paul Dukas,The Sorcerer's Apprentice,Orchestra: London Symphony Orchestra
1317,Olivier Messiaen,Vingt regards sur l&#x2019;enfant J&#xE9;sus,Soloist: Joanna MacGreggor
1318,B&#xE9;la Bart&#xF3;k,"Music for Strings, Percussion and Celesta",Orchestra: Chicago Symphony Orchestra
1319,Claude Debussy,La Plus Que Lente,Soloist: Kathryn Stott
1320,Benjamin Britten,Young Person's Guide To The Orchestra,Orchestra: London Symphony and English Chamber Orchestra
1321,Fr&#xE9;d&#xE9;ric Chopin,"Mazurka in A minor, Op.17/4",Soloist: Vladimir Ashkenazy
1322,Lotte Lenya,Speak Low,""
1323,Satyajit Ray,Shakespeare Wallah - End Titles,""
1324,Parween Sultana,Pyare Mohan Aavo,""
1325,Domenico Scarlatti,Harpsichord Sonata in E major,Soloist: Vladimir Horowitz
1326,Max Janowski,Avinu Malkeinu,"Soloist: Hazzan Steven C Berke
Choir: The Madrigal Choir of Munich"
1327,Johann Sebastian Bach,Mass in B minor - Sanctus,"Choir: BBC Chorus
Orchestra: The New Harmonia Orchestra"
1328,Geoffrey Alexander,Vallauris Corrida,""
1329,Abdul Karim Khan,Jhankar Jhanakva More,""
1330,Ludwig van Beethoven,String Quartet,Orchestra: Julliard String Quartet
1331,Vera Lynn,A Nightingale Sang In Berkeley Square,""
1332,Joseph Haydn,German National Anthem,Orchestra: Choir and Orchestra Of Nordwestdeutsch
1333,The Glenn Miller Orchestra,Moonlight On The Ganges,Artist: Smith Bellew
1334,Max Jaffa and his Trio,Romanian Carnival,Artist: Max Jaffa and his Trio
1335,BBC Tape 'The East is Red',"Dong, Fang Hong - The East is Red",""
1336,Franz Schubert,Symphony No. 8 in B minor 'Unfinished',"Orchestra: BBC Symphony Orchestra
Conductor: Malcolm Sargent"
1337,Sir Edward Elgar,Pomp  Circumstance March No. 1 in D major 'Land of Hope and Glory',"Orchestra: The Northern Sinfonia and London Symphony Chorus
Conductor: Richard Hickox"
1338,Robert Schumann,"Waldszenen, Op. 82",Soloist: Sviatoslav Richter
1339,Harry Warren  Al Dubin,42nd Street,Artist: Wanda Richert and Original Broadway Company
1340,Johannes Brahms,Sonata in F minor,Artist: Gervase de Peyer  Gwenneth Pryor
1341,The Rolling Stones,Get Off My Cloud,""
1342,Antonio Vivaldi,"Concerto for Two Violins, Lute and Continuo in D Major - 2nd movement",Soloist: Rolf Lislevand
1343,The Mamas  the Papas,California Dreamin',""
1344,Francis Poulenc,Improvisation No. 15 in C minor,Soloist: Pascal Roge
1345,Orlando Gibbons,O Clap Your Hands,Choir: Oxford Camerata
1346,Elvis Presley,American Trilogy,""
1347,Van Morrison,Someone Like You,""
1348,Jean-Yves Thibaudet,Love Remains,""
1349,Janis Joplin,Summertime (from Porgy  Bess),Artist: Big Brother and the Holding Company
1350,Company,One,""
1351,The Platters,My Prayer,""
1352,Maxine Sullivan,Skylark,""
1353,Giacomo Puccini,E Lucevan le Stelle from Act 3 of Tosca,"Soloist: Placido Domingo
Orchestra: Orchestra of the Maggio Musicale Fiorentini / Orchestra of the Rome Opera
Conductor: Zubin Mehta"
1354,Richard Burton,Opening of Under Milk Wood,""
1355,Leon Redbone,Seduced,""
1356,Eurythmics,Right by Your Side,""
1357,Johann Sebastian Bach,St John Passion,"Soloist: Peter Pears and Gwynne Howell
Orchestra: English Chamber Orchestra
Conductor: Benjamin Britten"
1358,Ludwig van Beethoven,Piano Concerto No. 1 in C major,"Soloist: Artur Schnabel
Orchestra: London Symphony Orchestra
Conductor: Sir Malcolm Sargent"
1359,Johann Sebastian Bach,Brandenburg Concerto No. 1 in F major,"Orchestra: Concentus Musicus of Vienna
Conductor: Nikolaus Harnoncourt"
1360,Wolfgang Amadeus Mozart,"Deh! vieni, alla finestra (from Don Giovanni)","Soloist: Ezio Pinza
Orchestra: Vienna Philharmonic
Conductor: Bruno Walter"
1361,Grateful Dead,Not Fade Away,""
1362,Joseph Haydn,Kyrie (from Mass in D minor 'Nelsonmesse'),"Soloist: Barbara Hendricks
Orchestra: Bavarian Symphony Orchestra
Conductor: Sir Colin Davis"
1363,Edie Brickell  New Bohemians,Circle,""
1364,Dire Straits,Telegraph Road,""
1365,Douglas Adams,Babel Fish,Artist: Peter Jones
1366,Johann Sebastian Bach,Musical Offering - Ricercar a 3,Orchestra: Ensemble Sonnerie
1367,The Verve,Bitter Sweet Symphony,""
1368,Henry Purcell,March (from the Funeral Music for Queen Mary),"Orchestra: Philip Jones Brass Ensemble, Academy of St Martin-in-the-Fields
Choir: Choir of King&#x2019;s College Cambridge
Conductor: Philip Ledger"
1369,William Shakespeare,"Much Ado About Nothing Act 4, Scene 1",Soloist: John Gielgud and Peggy Ashcroft
1370,Chris de Burgh,Lady in Red,""
1371,Miles Davis,Blue in Green,""
1372,Sir Hubert Parry,I Was Glad,"Soloist: Andrew Lucas
Choir: Choir of St Paul&#x2019;s Cathedral
Conductor: John Scott"
1373,Patrick Doyle,"Non Nobis, Domine","Orchestra: Birmingham Symphony Orchestra
Conductor: Simon Rattle"
1374,Wolfgang Amadeus Mozart,Soave sia il vento (from Cosi fan tutte),"Soloist: Hillevi Martinpelto, Alison Hagley, Thomas Allen
Orchestra: The Orchestra of the Age of Enlightenment
Conductor: Simon Rattle"
1375,Johann Sebastian Bach,St Matthew Passion - Gladly would I take,"Soloist: William Parsons
Orchestra: Jacques Orchestra"
1376,Dara Carroll,The Lark In The Clear Air,""
1377,William Shakespeare,Deposition Speech (from Richard II),Artist: John Gielgud
1378,John Mearns,Bonnie Lass O'Fyvie,""
1379,Lotte Lenya,Pirate Jenny,""
1380,Edward Woodward,The Way You Look Tonight,""
1381,Billie Holiday,For All We Know,""
1382,The Monks and Choirboys of Downside Abbey,Rorate Caeli Desuper,""
1383,Paul Robeson,Canoe Song,""
1384,Miquel Brown,His Eye is on the Sparrow,""
1385,Tom Lehrer,Poisoning Pigeons in the Park,""
1386,Russ Brown,Heart,""
1387,Nancy Kerr,The Great Silkie,""
1388,Gracie Fields,The House is Haunted,""
1389,Judy Collins,My Father,""
1390,The Fureys,The Green Fields Of France,""
1391,Les Troubadours du Roi Baudouin,Missa Luba Sanctus,""
1392,Giacomo Puccini,"Si, mi chiamano Mimi (from La Boh&#xE8;me)","Soloist: Renata Tabaldi
Orchestra: Orchestra Of The Academy Of St Cecilia"
1393,Ben E. King,Stand By Me,""
1394,Thuli Dumakuda,Nkosi sikelel' iAfrika,""
1395,Johann Sebastian Bach,Suite for Solo Cello No. 1 in G major,Soloist: Pablo Cassals
1396,Tina Turner,Nutbush City Limits,""
1397,Igor Stravinsky,Symphony Of Psalms,"Orchestra: CBC Symphony Orchestra
Choir: Festival Singers Of Toronto
Conductor: Igor Stravinsky"
1398,Elvis Presley,Hound Dog,""
1399,John Adams,The Chairman Dances,Orchestra: San Francisco Symphony
1400,Dmitri Shostakovich,Symphony No. 7 in C major 'Leningrad',Orchestra: London Symphony Orchestra
1401,Benjamin Britten,Libera me (from War Requiem),"Orchestra: City Of Birmingham Symphony Orchestra
Conductor: Simon Rattle"
1402,Sir Michael Tippett,Concerto for Double String Orchestra,Orchestra: Scottish Chamber Orchestra
1403,Blanc/Barbosa,Da Me O Braco Anda Dai,Soloist: Amalia Rodrigues
1404,Bessie Smith,Gimme a Pigfoot,""
1405,Ike  Tina Turner,"River Deep, Mountain High",""
1406,Frank Churchill  Larry Morey,Some Day My Prince Will Come,Artist: Adriana Caselotti
1407,Carmen Miranda,Chica Chica Boom Chic,""
1408,Giuseppe Verdi,Act 2 Aria (from Rigoletto),"Soloist: Dietrich Fischer-Dieskau
Orchestra: Orchestra Del Tiatro Alla Scala"
1409,Fred Astaire,Cheek to Cheek,""
1410,Lennie Niehaus,Well Did You Evah?,Artist: Frank Sinatra
1411,Antonio Vivaldi,The Four Seasons - Autumn,Orchestra: Academy of St Martin in the Fields
1412,Jeanette MacDonald,Alice Blue Gown,""
1413,Paul Robeson,Lazy Bones,""
1414,Vanessa Redgrave and Ian Bannen,As You Like It,""
1415,The Dubliners,"Kelly, The Boy From Killan",""
1416,Ryudo Uzaki,Ariel's Freedom Song,Soloist: Yoji Matuda
1417,Charles Aznavour,La Boh&#xE8;me,""
1418,Antonin Dvorak,Cello Concerto in B Minor,Conductor: Mstislav Rostropovich
1419,Nina Simone,Baltimore,""
1420,John Dowland,Lachrimae Antiquae,Orchestra: Parley Of Instruments
1421,Millie Jackson,Making The Best Of A Bad Situation,""
1422,Leonard Cohen,Dance Me To The End Of Love,""
1423,Wolfgang Amadeus Mozart,Clarinet Concerto in A major,Orchestra: Chetham Chamber Orchestra
1424,Johann Sebastian Bach,Flute Sonata No. 1 in B minor - 1st movement,"Soloist: AlexAndre Magnin
Soloist: Robert Hairgrove"
1425,Morriston Orpheus Choir,Myfanwy,""
1426,Burl Ives,"The Foggy, Foggy Dew",""
1427,Joseph Haydn,"String Quartet in B flat major, Op. 76/4 'Sunrise' - 1st movement",Orchestra: Kodaly Quartet
1428,Johannes Brahms,"Ruhe, S&#xFC;ssliebchen (from Die sch&#xF6;ne Magelone, Op. 33)","Soloist: Dietrich Fischer-Dieskau, Gerald Moore"
1429,Kurt Weill,Surabaya Johnny,"Soloist: Lotte Lenya
Orchestra: The Male Quartet and Orchestra"
1430,Ella Fitzgerald,Maybe,""
1431,Eddie Sauter,A Summer Afternoon,"Soloist: Stan Getz
Orchestra: The Beaux Arts String Quartet"
1432,"Alec Dankworth, John Dankworth  The Generation Big Band",Early June,""
1433,Cleo Laine,Winter,""
1434,Jacqueline Dankworth,Don't Look Back,""
1435,Benjamin Britten,Now In the name of God I will begyne (from Noye's Fludde),"Soloist: Owen Brannigan
Orchestra: The English Chamber Orchestra"
1436,John Horler,Royal Blues,""
1437,Gioachino Rossini,Una voce poco fa (from The Barber of Seville),"Soloist: Maria Callas
Orchestra: The Philharmonia Chorus and Orchestra"
1438,Ella Fitzgerald  Louis Armstrong,A Fine Romance,""
1439,Ray Copeland  Company,Trick or Treat,""
1440,Billie Holiday,Autumn in New York,""
1441,Duke Ellington  His Orchestra,Sonnet For Hank Cinq,""
1442,Maurice Ravel,La Valse,"Orchestra: Boston Symphony Orchestra
Conductor: Charles Munch"
1443,Frank Sinatra,I Won't Dance,""
1444,Count Basie  His Orchestra,Shiny Stockings,""
1445,Noel Coward  Gertrude Lawrence,Private Lives Act 1,""
1446,Lena Martell,One Day At A Time,""
1447,The Dubliners,The Rare Oul' Times,""
1448,Doris Day,By The Light Of The Silvery Moon,""
1449,Eric Clapton,Danny Boy,""
1450,Russell Holmes,The Clouds Will Soon Roll By,""
1451,Shirley Bassey,This Is My Life,""
1452,ABBA,I Have A Dream,""
1453,Sergey Vasilievich Rachmaninov,Piano Concerto No. 3 in D minor,"Soloist: Bernd Glemser
Orchestra: The National Symphony Orchestra Of Ireland"
1454,John Dowland,The Earl Of Essex Galliard,Artist: Fretwork
1455,Clive Rowe,Lord I've Tried,""
1456,The Beatles,Tomorrow Never Knows,""
1457,Johann Sebastian Bach,Goldberg variations - Variation No. 25,Soloist: Glen Gould
1458,Wolfgang Amadeus Mozart,"Don Giovanni Act 2, Scene 2",Soloist: Kiri Te Kanawa
1459,Giorgio Zancanoro,Wozzeck Act 2 Scene 4,""
1460,John Lee Hooker,Send Me The Pillow You Dream On,""
1461,Charles Ives,The Unanswered Question,Orchestra: The New York Philharmonic
1462,Ella Fitzgerald,Love Is Here To Stay,""
1463,Barbara Cook,Till There Was You,""
1464,The Dubliners,The Holy Ground,""
1465,Steve Reich,Eight Lines,Orchestra: Solisti New York
