1,,
643,"Robert Musil","The Man Without Qualities by"
644,,"Teach yourself piano tuning"
645,Homer,"Odyssey by"
646,"Philip Pullman","His Dark Materials trilogy by"
647,"Jonathan Lynn","Yes, Minister by"
648,"W G Sebald","Austerlitz by"
649,"W. Somerset Maugham","The collected works by"
650,"Anne Frank","The Diary of Anne Frank by"
651,"John Steinbeck","The collected works by"
652,"Marcel Proust","The collected works by"
653,"Neil Gaiman","The Sandman series by"
654,"Michel de Montaigne","Collected essays by"
655,,"Largest anthology of poetry possible"
656,,"A parallel text of the Bhagvad Gita"
657,"Miguel de Cervantes","Don Quixote by"
658,,"Biggest poetry anthology possible"
659,"Colin MacInnes","Absolute Beginners by"
660,"George MacDonald Fraser","Complete books of Flashman by"
661,"Anthony Trollope","The collected works by"
662,"Cole Porter","The Cole Porter Songbook by"
663,"Ivan Turgenev","First Love by"
664,"John Wain","Oxford Anthology of English Poetry by"
665,"Nelson Mandela","A Long Walk to Freedom by"
666,,"Handbook on tropical vegetation"
667,"Samuel Pepys","Diaries by"
668,"Doris Lessing","Any book of short stories by"
669,"Aleksandr Pushkin","Complete Works by"
670,,"The Dictionary of National Biography"
671,"Charles Dickens","Great Expectations by"
672,"George Bernard Shaw","Collected Plays by"
673,"Philip Larkin","Oxford Book of Twentieth-Century English Verse by"
674,,"Huge book of English Poetry"
675,,"Book on medieval history"
676,,"A coffee table book of art"
677,"Francis Child","Collection of Popular Songs of England  Scotland by"
678,"J. Pelling","Lessons in Ndebele by"
679,"Dennis Genpo Merzel","The Path of the Human Being by"
680,"Dylan Thomas","Complete Works by"
681,"Bertrand Russell","The History of Western Philosophy by"
682,"Martin Heidegger","Being and Time by"
683,"Ryszard Kapuscinski","The collected works by"
684,,"1972 Social Registry of New York"
685,"Adam Smith","Wealth of Nations by"
686,,"An art book on Gothic and Renaissance altar pieces"
687,"Arthur Miller","Complete Works by"
688,"Honore de Balzac","The Human Comedy by"
689,"John Halpern","Biography of John Osborne by"
690,"Dr Samuel Johnson","Rasselas by"
691,,"A large French dictionary"
692,Michelin,"The Michelin Guide to France by"
693,,"Unabridged Collins/Robert/ English /French dictionary"
694,"Douglas Adams","The Deeper Meaning of Liff  by"
695,"W H Auden","Collected poetry by"
696,"Paul Brickhill","Reach for the Sky: The Story of Douglas Bader  by"
697,"James Thurber","Collected works  by"
698,"Harold McGee","On Food and Cooking: The Science and Lore of the Kitchen by"
699,"Thomas Mallory","Le Mort D'Arthur by"
700,"Mervyn Peake","Captain Slaughterboard Drops Anchor  by"
701,"Jackie Collins","Hollywood Wives by"
702,"Carl Sandburg","The Complete Poems by"
703,"Brian Keenan","An Evil Cradling by"
704,"Henry Vaughan","Collected Poems of Henry Vaughan by"
705,"Lord A P Wavell","Other Men's Flowers: An Anthology of Poetry  by"
706,,"Family photograph albums"
707,,"A book about learning to paint"
708,"H G Wells","Complete Short Stories by"
709,"Hugh Fearnley-Whittingstall","The River Cottage Cookbook by"
710,"Niall Ferguson","How Britain Made the Modern World by"
711,"Benedict Spinoza","Ethics by"
712,"Kenneth Grahame","Wind in the Willows  by"
713,,"The Joy of Cooking"
714,,"Oxford Latin Dictionary"
715,"Giorgos Seferis","Bilingual edition of poetry  by"
716,"Clifford Ashley","Ashley Books of Knots by"
717,,"Construction manual"
718,,"The History of the Derby"
719,,"Teach yourself mathematics illustrated by voluptuous women"
720,"Charles Dickens","Pickwick Papers by"
721,"Woody Allen","Stories by"
722,,"London A-Z"
723,,"Set of Hansard"
724,"Geoffrey Chaucer","The collected works by"
725,"William James","The Variety of Religious Experiences by"
726,"Charles Dickens","Christmas Carol by"
727,,"Homer - an Indian paper edition (to translate)"
728,"Hermann Hesse","Demian  by"
729,"E.M Forster","A Passage to India by"
730,"Richard Carlson","Stop Thinking, Start Living by"
731,"Lawrence Goldman","Oxford Dictionary of National Biography by"
732,"James Gillray","Reproductions of works by"
733,"Derek Jarman","Derek Jarman's Garden  by"
734,"Mahatma Gandhi","The Collected Writings by"
735,"John Burnside","Wild Reckoning, An Anthology Provoked by Rachel Carson's Silent Spring by"
736,"Richard Brautigan","Sombrero Fallout by"
737,,"A compendium of the world's best science fiction"
738,"Clifford Ashley","Ashley's Book of Knots by 
Book of short stories"
739,"Blaise Pascal","Pens&#xE9;es  by"
740,Epictetus,"The collected works by"
741,"J B Morton","Complete Works of Beachcomber by"
742,Beachcomber,"The complete works by"
743,"Christopher Ricks","Oxford Book of English Verse by"
744,"Francis M Cornford","Microcosmographia Academica  by"
745,,"Sanskrit dictionary"
746,"Libbie Henrietta Hyman","The Invertebrates by"
747,"John Livingstone Lowe","The Road To Xanadu by"
748,"Charles Dickens","Any book by"
749,"Pedro Juan Guti&#xE9;rrez","Dirty Trilogy of Havana by"
750,"Engelbert Humperdinck","What's in a Name? by"
751,"Giuseppe di Lampedusa","The Leopard (In Italian  English) by"
752,"John Keegan","The works of historian John Keegan: The First World War  the Second World War collected into one volume by"
753,,"The Koran (in Arabic and English)"
754,"Kenneth Williams","Diaries by"
755,,"World Atlas, extended"
756,"Robert Louis Stevenson","Treasure Island  Kidnapped as one volume by"
757,"Richard Burton","Tales from Arabia: One Thousand and One Nights by"
758,"Richard Burton","Translation of The Arabian Nights by"
759,,"Blank book and pen"
760,"Charles Dickens","Nicholas Nickleby by"
761,"Robert Caro","The Years of Lyndon Johnson by"
762,"Geoffrey Willans","Molesworth by"
763,"Lewis Carroll","The complete works by"
764,,"Propylaen Kunstgeschichte - The History of Art"
765,"Christopher Ricks","The Oxford Book of English Verse by"
766,"Jane Austen","Mansfield Park by"
767,"John Cowper Powys","A Glastonbury Romance by"
768,"Helmut Newton","SUMO by"
769,Bach,"The complete works by"
770,"Ernest Hemingway","1st edition of 49 Stories  by"
771,"Nelson Mandela","Long Walk To Freedom by"
772,"Alain Robbe-Grilles","Repetition by"
773,"Paulo Coelho","The Alchemist: A Fable About Following Your Dream by"
774,"F. Scott Fitzgerald","The Great Gatsby  by"
775,,"The New Oxford Book of English Verse"
776,"Christopher Brickell","The RHS A-Z encyclopaedia of Garden Plants by"
777,"Henry Longhurst","The Essential Henry Longhurst by"
778,"Mary Norton","The Borrowers by"
779,"Patrick O'Brien","The complete works by"
780,"P G Wodehouse","A Pelican at Blandings by"
781,"John Buchan","The Four Adventures of Richard Hannay: The 39 Steps, Greenmantle, Mr Standfast, the Three Hostages by"
782,"Brendan Kennelly","Glimpses by"
783,"Prof Paul Fussell","The Great War and Modern Memory by"
784,"Charles Dickens","Barnaby Rudge by"
785,"Frank McCourt","Angela's Ashes by"
786,"Giovanni Battista Piranesi","The Prisons (Le Carceri): The Complete First and Second States by"
787,"C S Lewis","The Complete Chronicles of Narnia by"
788,"Gerard Manley Hopkins","Major works by"
789,"Philippe Delerm","La premi&#xE8;re gorg&#xE9;e de Bi&#xE8;re et autres plaisirs minuscules by"
790,"Anton Chekhov","Short Stories by"
791,"Edward Gibbon","Decline and Fall of the Roman Empire by"
792,,"An English translation of the Koran"
793,"Wallace Earle Stegner","All the Little Live Things by"
794,"Gabriel Garcia Marquez","100 Years of Solitude by"
795,"Robert Allen","The Giant Book of Mensa Puzzles by"
796,,"A dictionary of flora and fauna"
797,,"A chord book full of songs and arias"
798,,"Yoga manual"
799,"John Burroughs","An anthology of poems which include the poem Waiting by"
800,"W H Auden","Collection of poems by"
801,"William Faulkner","The Sound and the Fury by"
802,"Lawrence Durrell","The Alexandria Quartet by"
803,"Robert Service","Anthology of Poetry by"
804,,"The National Hunt Form Book"
805,"Wallace Stevens","Collected poetry and prose by"
806,"Carl Barks","The complete Carl Barks Library by"
807,"C S Lewis","Out of the Silent Planet by"
808,"P G Wodehouse","One of the 'Blandings' novels  by"
809,"James Joyce","Portrait of the Artist as a Young Man by"
810,,"A concise book of Italian verbs"
811,,"A set of books on Roman Republican and Imperial coinage"
812,,"Grove's Dictionary of Music and Musicians"
813,"Anthony Bourdain","Kitchen Confidential by"
814,"Hans Golombek","Capablanca's Hundred Best Games of Chess by"
815,"Anton Chekhov","Collected short stories by"
816,"Jacob Bronowski","Ascent of Man by"
817,"Alan Fletcher","The Art of Looking Sideways by"
818,"Elly Dekker","Globes at Greenwich by"
819,"Patrick O'Brien","The Aubrey and Maturin Series 20-Volume Complete Hardcover Set by"
820,,"Doesn't read books - needs notepaper and pens to write recipes"
821,"Delia Smith","Complete Cookery Course by"
822,"Robert Caro","The Master of the Senate - the Years of Lyndon Johnson (3rd Volume) by"
823,"Ludwig Wittgenstein","Philosophical Investigations by"
824,,"Oxford English Dictionary"
825,"Joseph Heller","Catch 22 by"
826,,"Canoe Craft"
827,"Samuel Pepys","The Diary of Samuel Pepys by"
828,,"Original Prayer Book without any amendments"
829,"Seamus Heaney","Lifelines by"
830,"Adrian Bell","Corduroy (his father&#x2019;s first book) by"
831,"Adam Smith","The Wealth of Nations by"
832,Feynman,"Quantum  Electro Dynamics Physics by"
833,,"Oxford Anthology of English Verse"
834,"Thomas Hardy","Under the Greenwood Tree by"
835,"Charles Mingus","Beneath the Underdog by"
836,"Marcel Proust","A La Recherche du Temps Perdu by"
837,"Thomas Harris","The Silence of the Lambs  by"
838,"James Boswell","Life of  Johnson  by"
839,"Nicos Kazantsakis","Christ Re-Crucified by"
840,"A E Houseman","A Shropshire Lad by"
841,,"Huge Tome on fauna and flora"
842,,"Modern chess openings"
843,"Dylan Thomas","Collected Poems 1934-52 by"
844,"D A Warrell","Oxford Textbook of Medicine by"
845,,"Complete Oxford English Dictionary"
846,,"Combined dictionary and thesaurus"
847,"Bhagwan Shree Rajneesh","Book of Secrets by"
848,"E B White","The collected works by"
849,"E B White","Collected works  by"
850,"Aldous Huxley","The Perennial Philosophy by"
851,"Samuel Beckett","Plays and novels by"
852,,"Book with plain pages"
853,Stendhal,"Charterhouse of Palma  by"
854,,"Encyclopaedia of Natural Medicine"
855,"Evelyn Waugh","Decline and Fall by"
856,"Gustave Flaubert","Letters by"
857,,"A huge copy of the Times Atlas"
858,"Sir Douglas Bader","Reach for the Skies  by"
859,"Lady Longford","Vol 1 of biography of the Duke of Wellington - Year of the Sword by"
860,"Michael Frayne","The fattest book by"
861,"Alain de Botton","Proust: Time Regained by"
862,,"A giant photo album of his four children and grandchildren that goes back over twenty years."
863,"John Betjeman","Collection of poems by"
864,,"His diary which he has kept since he was 18 - to relive life since 1945"
865,"George Orwell","Collected essays by"
866,"Charles Darwin","The Origin of Species by"
867,"Barbara Tuckman","Distant Mirror  by"
868,"Enrico Caruso","My Method of Singing by"
869,"Willy Messerschmitt","Book about how to build a plane out of palm fronds and coconut fibre by"
870,"Flavius Josephus","The Complete Works by"
871,"Wallace Stevens","The collected works by"
872,"Dr Samuel Johnson","The Lives of the Poets by"
873,"Anthony Trollope","The Warden by"
874,,"Book on zoology"
875,,"A book on celestial navigation"
876,"James Baldwin","Notes of a Native Son by"
877,"Shelby Foote","History of the American Civil War by"
878,"Frances A Yates","The Art of Memory by"
879,"Sigmund Freud","Interpretation of Dreams by"
880,"Michael Crichton","Any book by"
881,"Hugh Kingsmill","The High Hill of the Muses - Anthology by"
882,"Hugh Kingsmill","The High Hill of the Muses by"
883,"Henry James","Portrait of a Lady  by"
884,,"Field guide to his imaginary Island"
885,"Marcel Proust","A la Recherche du Temps Perdu by"
886,"Simon Jenkins","England's Thousand Best Churches by"
887,,"The Oxford Rhyming Dictionary"
888,"John Seymour","The complete book of self-sufficiency by"
889,"John Seymour","Self Sufficiency by"
890,"John Hadfield","A Book of Beauty by"
891,"Laurence Sterne","Tristram Shandy  by"
892,"Elizabeth David","French Provincial Cookery  by"
893,"Charles Darwin","The Origin of Species  by"
894,"Patrick O'Brien","Master and Commander  by"
895,,"Anthology of verse"
896,"Jorge Luis Borges","Complete Works  by"
897,"Marcel Proust","A la Recherche du Temps Perdu  by"
898,"Norman Lindsay","The Magic Pudding  by"
899,"Frank Dalby Davison","Dusty by"
900,"Thomas Hardy","Complete Works  by"
901,"Leo Tolstoy","Anna Karenina  by"
902,"e e cummings","Complete book of poetry by"
903,"R S Timmis","Horse Management by"
904,,"The Book of Lempster (old Irish textbook currently in the Hague)"
905,"Richard Gregory","Companions to the Mind  by"
906,"Mort Rosenslum","Olives: The Life and Love of a Noble Fruit  by"
907,"John O'Donohue","Eternal Echoes by"
908,"Sigmund Freud","The Complete Works by"
909,"Charles Dickens","A Tale of Two Cities by"
910,"S J Perelman","Crazy Like A Fox by"
911,"Francis Palgrave","Golden Treasury of English Songs and Lyrics  by"
912,"Jose Bergua","An Anthology of Poetry - 'Las Mil Mejores Poesia&#x2019; Dela Lengua Castellana by"
913,"Frederico Garcia Lorca","Collected poetry by"
914,"Stella Gibbons","Cold Comfort Farm  by"
915,"William Shakespeare","Translation in either German, Italian or Czech by"
916,,"Bible in German"
917,,"Foreign translation of a long English novel"
918,,"Guinness Book of Pop"
919,"Bill Bryson","The Lost Continent by"
920,"Beatrix Potter","Collection by"
921,,"Volume On Elementary Calculus"
922,"Raoul C Faure","The Spear in the Sand  by"
923,"Lewis Carroll","The Adventures of Alice by"
924,"George Lampton","Men and Horses I Have Known by"
925,"Charles Lindbergh","The Spirit of St Louis by"
926,"John Buchan","The Thirty-Nine Steps by"
927,,"Encyclopaedia Britannica on CD-Rom"
928,,"Beautifully bound blank book"
929,,"Blank, lined book"
930,"Richard Bach","Jonathan Livingstone Seagull by"
931,,"(The New) La Rousse Encyclopaedia of Mythology"
932,"J Meade Falkner","Moonfleet by"
933,"Sir Michael Howard","The Franco Prussian War - the German Invasion of France 1870-1871  by"
934,"James Joyce","Finnegan&#x2019;s Wake  by"
935,"Steve Johnson","Everton - The Complete Record by"
936,,"History of viticulture, with instructions on how to make wine"
937,"Roger Scruton","The Aesthetics of Music by"
938,,"Book on astronomy"
939,"Ernst Bloch","Principle of Hope by"
940,"William Blake","The collected works by"
941,,"Blank sheets to write his thoughts on imagination and memory"
942,"Joseph Needham","Science and Civilisation in China  by"
943,"William Wordsworth","Prelude - Penguin edition by"
944,"Douglas Hofstadter","Godel, Escher, Bach by"
945,"Kenneth Grahame","Wind in the Willows by"
946,"Isaac Walton","The Complete Angler  by"
947,"Geoffrey Grigson","Anthology: The English Year by"
948,"A E Houseman","The collected works by"
949,,"Flora and Fauna of a Tropical Desert Island"
950,,"Times Atlas of World History"
951,,"Collection of Landscape Pictures (with book)"
952,"Sean O'Casey","The collected works by"
953,Bach,"Collected Piano Works by"
954,"Edith Sitwell","The Atlantic Book by"
955,"Andrea Palladio","Four Books of Architecture by"
956,"Aldous Huxley","Ends and Means by"
957,"Monty Python","The Complete Monty Python Television Scripts by"
958,Ripley,"Ripley's Believe It Or Not by"
959,"Percy Shelley","Poetical Works of Shelley by"
960,"Charles Dickens","Bleak House by"
961,HomerHomer,"The Iliad by 
The Odyssey by"
962,"Dante Alighieri","English translations and original Italian works by"
963,"Gary Larson","Collective Cartoons by"
964,"Frank J Tipler","The Physics of Immortality by"
965,"Mirza Ghalib","Complete Works by"
966,"Lawrence Norfolk","Lempieres' Dictionary by"
967,"P C Wren","Beau Jeste by"
968,"Athol Fugard","Unpublished Notes by"
969,"Emile Massal","Edible Plants of the South Seas by"
970,"Jean Renoir","The Notebooks of Captain Georges by"
971,"Tammy Wynette","Stand By Your Man by"
972,"Vincent Price","Vincent Price's Cookery Book by"
973,,"Macmillan Dictionary of Art"
974,"Omar Khayyam","The collected works by"
975,"Omar Khayyam","The Rubaiyat by"
976,"Walter Scott","Ivanhoe by"
977,Homer,"The Odyssey by"
978,,"Encyclopaedia of How To Survive"
979,"Mark TwainMark Twain","Adventures of Tom Sawyer by 
Huckleberry Finn by"
980,"David Hume","Enquiry Concerning Human Understanding and The Principles of Morals by"
981,,"His wedding photo album"
982,"Salman Rushdie","The Moor's Last Sigh by"
983,"Daniel Boorstin","The Discoverers by"
984,"H G Wells","History of the World by"
985,,"Volume of reproductions of paintings"
986,"Michel de Montaigne","Essays by"
987,,"A self-learn Italian book (slowly)"
988,Wisden,"Wisden Almanack for cricketers by"
989,"Bernard Cornwell","Sharpe's Eagle by"
990,"Sir Ernst Gombrich","The Story of Art by"
991,"Brian Groombridge","Global Biodiversity by"
992,,"500 year ahead calendar and appointment book"
993,,"A book on how to build a boat"
994,,"Manual on practical engineering"
995,,"The New York Phone Book"
996,"Barbara Ann Kipfer","14,000 Things To Be Happy About by"
997,"William Shakespeare","Hamlet (1897 edition) by"
998,"Pierre Teilhard De Chardin","The Phenomenon of Man by"
999,"Marcel Proust","Complete Works by"
1000,"G A Henty","Through Russian Snows by"
1001,Hoffman,"Tales by"
1002,"Sir Peter Meddower","Pluto's Republic by"
1003,,"A book with pictures (of pretty women)"
1004,"Peter Ouspensky","In Search of the Miraculous by"
1005,,"Times Atlas of the World"
1006,,"How To Swim"
1007,,"R.C.T.S. History of Great Western Railway Engines"
1008,"William Langland","Piers Plowman (In Middle English) by"
1009,Herge,"King Ottokar's Sceptre (The Adventures of Tin Tin) by"
1010,"Marcel Proust","Du Cote De Chez Swann by"
1011,,"A Guide To The Universe (Astronomy)"
1012,"Pablo Neruda","Canto General by"
1013,"T H White","The Sword In The Stone by"
1014,"Hewlett Johnson","The Socialist Sixth of the World by"
1015,"Dr Samuel Johnson","Dr. Johnson's Lexicographic Works by"
1016,"P G Wodehouse","The Jeeves Omnibus by"
1017,"Charles Dickens","(Instead of Shakespeare) Collected works by"
1018,"Bertrand Russell","A History of Western Philosophy by"
1019,,"The Complete Boatbuilder's Book"
1020,"Eugene Delacroix","Journal De Eugene Delacroix by"
1021,"Thomas Mann","Joseph and His Brothers by"
1022,"Branch Taylor","Parting The Waters by"
1023,,"Apophthegmata Patrum (early writing of Egyptian fathers)"
1024,"Martin Gilbert","Biography of Churchill by"
1025,"John Steinbeck","The Grapes of Wrath by"
1026,,"Encyclopaedia of the libretti of all the well-known operas"
1027,"Franz Schubert","Songs from the 1880s with piano accompaniment by"
1028,"Constance Spry","The Cookery Book by"
1029,"Rudyard Kipling","Book of Verse by"
1030,,"A chess strategy book (in brail)"
1031,,"Times Atlas of the Night Sky"
1032,"Mervyn Peake","Gormenghast by"
1033,,"The Oxford Book of Quotations"
1034,,"The Oxford Book of Verse, especially 'Apologia' (Newman)"
1035,"Lord David Cecil","The Life of Lord Melbourne by"
1036,"P G Wodehouse","Omnibus of Golfing Stories by"
1037,,"A Latin Primer"
1038,,"Dictionary of Musical Themes"
1039,,"A Book About Warfare"
1040,"Gary Larson","Prehistory of the Far Side by"
1041,"Ernest Hemingway","Essential Hemingway by"
1042,"Laurence Sterne","Tristram Shandy by"
1043,,"Eagle annual"
1044,,"The Oxford Anthology of Modern Poetry"
1045,"Jack Kerouac","On The Road by"
1046,"Rudi Blesh","Buster Keaton Biography by"
1047,"Samuel Taylor Coleridge","The collected works by"
1048,"Primo Levi","If This Be A Man by"
1049,"Karl Jung","Memories, Dreams and Reflections by"
1050,Rinpoche,"Tibetan Book of Living and Dying by"
1051,"P G Wodehouse","Mr Mulliner's Memoirs by"
1052,"Patrick Moore","An astronomy book by"
1053,"John Betjeman","Collected Poems by"
1054,"Marion Zimmer Bradley","The Myths of Avalon by"
1055,"Anton Chekhov","Michael Frayn translation of Complete Plays by"
1056,"Paul Kennedy","Rise and Fall of the Great Powers by"
1057,,"Beano Annual 1974"
1058,"Gilbert White","The Natural History of Selborne by"
1059,"Hector Berlioz","Memoirs by"
1060,"Thomas Hardy","The Mayor of Casterbridge by"
1061,"Evelyn Waugh","Vile Bodies by"
1062,,"Life of John F Kennedy"
1063,,"Complete Cambridge Histories"
1064,"D.H. Lawrence","Sons and Lovers by"
1065,"J R R Tolkien","Lord of the Rings by"
1066,"J R R Tolkien","The Hobbit by"
1067,,"Welsh-English Dictionary"
1068,"Johann Wolfgang Goethe","Goethe's Poems by"
1069,"Aleksandr Pushkin","Works, prose and verse by"
1070,"Anthony Powell","Valley of Bones by"
1071,"James Thurber","Selected Works by"
1072,,"Anthology of Russian, American  English Stories"
1073,"Raymond Chandler","Lady In The Lake by"
1074,"Anthony Trollope","The Small House At Allington by"
1075,,"A gardening book"
1076,"Gorden Kaye","This Is Your Life by"
1077,,"Bound volumes of the Engineer magazine"
1078,"Francis Palgrave","The Golden Treasury by"
1079,,"1515-1985 British Music Theatre Book"
1080,"William Blake","Songs of Innocence and Experience by"
1081,,"Dictonary of English Quotations"
1082,"Jonathan Swift","Gulliver's Travels by"
1083,Iqbal,"Bang-E Dara by"
1084,"Andre Malraux","The Voices of Silence by"
1085,"Thomas Mann","Dr. Faustus by"
1086,"Anthony Trollope","They Way We Live Now by"
1087,"Robert Burns","The collected works by"
1088,"James Stephens","The Crock of Gold by"
1089,"Fernand Point","Ma Gastronomie by"
1090,,"Anthology of Poems"
1091,"Marcel Proust","A title in French by"
1092,"C S Lewis","Sagittarius Surviving by"
1093,,"Book of Modern Poetry"
1094,"J B Priestley","Collected Plays by"
1095,"Sir Arthur Conan Doyle","Complete Sherlock Holmes Short Stories by"
1096,"Paul Scott","Raj Quartet by"
1097,"Judi Dench","A talking book by"
1098,,"A book of Greek poetry"
1099,"Richard Rorty","Contingency, Irony  Solidarity by"
1100,"Donal O'Sullivan","The Life Times and Music of An Irish Harper by"
1101,,"A tropical plant book in Italian with English gloss"
1102,Homer,"The Iliad in Greek  English by"
1103,"John Le Carre","Smiley's People by"
1104,"Charles Dickens","Mystery of Edwin Drood by"
1105,"Thomas Wolfe","Look Homeward Angel by"
1106,,"Wisden Almanack for cricketers"
1107,,"Books identifying birds and fish"
1108,"Saint Augustine","City of God by"
1109,"Hermann Hesse","Reflections by"
1110,"Sir David Napley","Great Murder Trials of 20th Century by"
1111,"Robert Graves","Anthology of Verse by"
1112,"Bernard MacLaverty","Short Stories by"
1113,Asimov,"Guide To Science by"
1114,,"1946 Wisden Almanack for cricketers"
1115,Prigogine,"Non-Equilibrium Thermo Dynamics by"
1116,"Raine Maria Rilke","Collected Poems  by"
1117,"Benny Green","Let's Face the Music by"
1118,"Ronald Blythe","Akenfield by"
1119,"Alison Plowman","Caroline and Charlotte by"
1120,,"Encyclopaedia of species of fish of the world"
1121,"Victor Gollancz","A Year of Grace by"
1122,"Sid Chaplin","Smell of Sunday Dinner by"
1123,"Peter Matthiessen","At Play in the Fields of the Lord by"
1124,"Wilkie Collins","The Moonstone by"
1125,"Sir Arthur Conan Doyle","Collection of Sherlock Holmes by"
1126,"Caryl Brahms","No Bed For Bacon by"
1127,,"Teach yourself Japanese phrase book"
1128,"Guy de Maupassant","Short Stories by"
1129,,"Who Was Who"
1130,"Jacob Burckhardt","History of the Renaissance by"
1131,"Capability Brown","A title by"
1132,,"Old Testament In Hebrew  Greek"
1133,"Karl Marx","Das Kapital by"
1134,,"Volume of the works of the Impressionist painters"
1135,"Richard Aldington","A Dream in the Luxembourg by"
1136,"Alistair Fraser","Fraser's Horse Book by"
1137,"James Thurber","A volume by"
1138,"Lord Byron","Don Juan by"
1139,"Billy Connolly","Collected Scripts by"
1140,,"Two photographs (one of wife; one of 1928 Blackburn Rovers team)"
1141,Virgil,"The collected works by"
1142,"John Foxe","Book of Martyrs by"
1143,,"The Guinness Book of Records"
1144,,"His own anthology of poems"
1145,"Benny Green","A compilation by"
1146,,"The Oxford Book of Twentieth-Century Verse (selected by Philip Larkin)"
1147,,"Opera di M. Bartolomeo Scappi (recipe book of Pope's chef in 1525)"
1148,,"The biggest value of pure maths"
1149,"P G Wodehouse","Uncle Fred in Springtime by"
1150,"R H Tawney","Essays on Equality by"
1151,"P J O'Rourke","Republican Party Reptile by"
1152,"Mark Twain","Huckleberry Finn  by"
1153,Homer,"The works by"
1154,"W A Poucher","The Lakeland Peaks (photographs) by"
1155,Homer,"Works by"
1156,"Peter Wright","Spycatcher by"
1157,"William Hazlitt","Collected essays by"
1158,"Dr Samuel Johnson","The Dictionary by"
1159,,"The Dictionary of Trees and Shrubs"
1160,"Walter Scott","The Antiquary by"
1161,,"Blank sketchbook or journal"
1162,,"Compiled anthology of English poetry"
1163,"J B Priestley","The complete works by"
1164,Curnonsky,"Cuisine et Vins de France by"
1165,,"The Michelin Guide to France"
1166,"Robert Bontine Cunninghame Graham","A Vanished Arcadia by"
1167,"Ferdinand Ossendowski","Beasts, Men and Gods by"
1168,"Ferdinand Ossendowski","Men, Beasts and Gods by"
1169,,"Oxford Book of Quotations"
1170,"Douglas Adams","Hitchhiker's Guide to the Galaxy by"
1171,,"A book on Plato"
1172,"Jim Swanton","Barclays World of Cricket by"
1173,"Hugh Johnson","Pocket Wine Book 1987 by"
1174,"Elizabeth David","An Omelette and a Glass of Wine by"
1175,"Sir Winston Churchill","A History of the English-Speaking Peoples by"
1176,,"A cricketing Almanac"
1177,"William Wordsworth","The Prelude by"
1178,"Fyodor Dostoyevsky","Crime  Punishment by"
1179,"Leonardo da Vinci","The complete works by"
1180,"H G Wells","A Quartet of Comedies by"
1181,"Thomas Wolfe","Look Homeward, Angel by"
1182,"Robert Graves","Collected poetry by"
1183,,"Book on flora  fauna on the island"
1184,,"Handbook of physics"
1185,,"Boy Scout manual"
1186,"H G Wells","Anthology including The History of Mr Polly by"
1187,"H E Bates","The Modern Short Story by"
1188,Herodotus,"The Histories by"
1189,"Louis-Ferdinand C&#xE9;line","Death on the Installment Plan by"
1190,,"The Good Food Guide"
1191,"Arthur Pink","Commentary on the Bible by"
1192,,"Guinness Book of Records"
1193,"E.M ForsterRuth Prawer Jhabvala","Works by 
Works by"
1194,"Anne Rice","Interview With a Vampire by"
1195,,"Webster's International Dictionary"
1196,,"The Exchange  Mart"
1197,,"Cricket annuals: 1920 onwards"
1198,"J P Donleavy","The Destinies of Darcy Dancer, Gentleman by"
1199,,"Joke book"
1200,"A C Bradley","Shakespearean Tragedy by"
1201,,"Wisden Almanack"
1202,"Sir Arthur Conan Doyle","A number of Sherlock Holmes novels by"
1203,,"Mail order catalogue"
1204,,"Partridge's Dictionary of Slang"
1205,,"Manual on how to swim"
1206,"Joseph Campbell","The Hero With the Thousand Faces by"
1207,"Frederick Bodmer","The Loom of Language by"
1208,"Dante Alighieri","Inferno in two languages by"
1209,,"Blank pages"
1210,"Endre Ady","Collected poems by"
1211,,"The Oxford Companion to English Literature"
1212,"Benny Green","The Wisden Anthology of Cricket by"
1213,"R G Collingwood","The Principles of Art by"
1214,"P G Wodehouse","Collection of Jeeves  Wooster stories by"
1215,,"Set of Wisden Almanack"
1216,,"A book of quotations"
1217,"Connie Clausen","I Love You, Honey, but the Season's Over by"
1218,,"11th edition of Encyclopaedia Britannica"
1219,"G.K. Chesterton","Anthology by"
1220,"James Herriot","Omnibus of books by"
1221,"James BoswellJames Boswell","Life of Johnson by 
A Journal of a Tour to the Hebrides by"
1222,Moli&#xE8;re,"Complete plays by"
1223,,"Book on pure mathematics"
1224,"Paul Brunton","The Inner Reality by"
1225,"Auguste Rodin","The Cathedrals of France by"
1226,"Esther Meynell","La Petite chronique d'Anna Magdalena Bach by"
1227,,"Complete Webster's English Dictionary"
1228,"Louis Saulnier","Le Repertoire de la Cuisine by"
1229,,"One year of issues of the Times"
1230,"Gerard Manley Hopkins","Poetry by"
1231,"Duke Ellington","Music is My Mistress by"
1232,"G M Trevelyan","English Social History by"
1233,,Diary
1234,,"Compendium of wines"
1235,"Dave Brubeck","Musical arrangements by"
1236,"William Blake","The complete works by"
1237,,"Phone book"
1238,"Sir Arthur Conan Doyle","The Penguin Complete Sherlock Holmes by"
1239,,"The New Grove Dictionary of Music  Musicians"
1240,"John Keats","Letters by"
1241,"Mortimer J Adler","Great Treasury of Western Thought by"
1242,,"Book of quotations"
1243,"George Bernard Shaw","Political works and music criticism by"
1244,"Italo Calvino","If on a Winter's Night a Traveller by"
1245,"Evelyn Waugh","Brideshead Revisited (in Greek) by"
1246,,"Scrapbook of poetry"
