1045,"Snorkel, mask and harpoon"
1046,Upright piano
1047,A parking space
1048,Small theatre
1049,Pieta sculpture by Michelangelo
1050,Tennis racket and ball machine
1051,Snorkeling equipment
1052,A sonic probe
1053,Set of china (four place settings)
1054,"Box of paints, brushes, paper"
1055,Hovercraft wheelchair with capuccino machine
1056,Black cab
1057,Antisan for insect bites
1058,Tube of Antisan cream
1059,Model of HMS Hood
1060,Tenor sax
1061,Martin D28 left-handed guitar
1062,English meadow with an oak tree
1063,Chainsaw
1064,Frosties
1065,Scuba diving kit
1066,Smoked salmon and wine
1067,Boxing punchbag
1068,Marble bust of Laurence Sterne
1069,Big box full of family albums
1070,Large supply of total block suncream
1071,The menu from his favourite Parisien restaurant
1072,Collection of large-scale Ordnance Survey maps of England
1073,Picture of the family
1074,"Photograph album - family, friends, colleagues"
1075,Wok
1076,Cargo of champagne
1077,The World Service
1078,A duvet
1079,A bag of golf clubs and golf balls
1080,Creme brulee
1081,Notebook and pencil
1082,Drinking fountain with two taps - Sancerre and Claret
1083,Sancerre
1084,"His dog, Bear"
1085,Year's recording of the Today programme
1086,Own bathroom run by solar power with hot and cold water and a video player attached
1087,A good luck stone (from his wife)
1088,The Metropolitan Museum of New York
1089,Telephone (disconnected)
1090,Hallucinogenic drugs
1091,Satelite dish and television set
1092,Chess computer
1093,Computer chess set
1094,Wig
1095,Sports results
1096,Flotation tank
1097,Parquet floor and tap shoes
1098,Bath tub with an endless supply of hot water
1099,Large armchair stacked with cushions
1100,One mile stretch of the River Test in Hampshire
1101,Stuffed body of the Minister of Education
1102,Solar-powered receiver to receive Radio 4
1103,Unicycle
1104,Oval cricket ground replica and bowling machine
1105,A clock given to him for turning on the Oxford lights
1106,Steamroller
1107,Cigars and matches
1108,Italian pasta
1109,Magimix (battery-powered )
1110,Shotgun and clay pigeon trap
1111,Nelson's Column
1112,Mountain bike
1113,Nail clippers
1114,CD player / solar battery-powered radio
1115,Carton of cigarettes
1116,Picture of his daughter
1117,Fax machine
1118,Large supply of pencils
1119,Supply of cigars and matches
1120,Endless supply of writing materials
1121,Hgih-powered hunting rifle and ammunition
1122,Satellite dish and TV set
1123,Supply of flower bulbs
1124,Dice to test the luck of a ship rescuing him
1125,Radio telescope
1126,Very large self renewing bottle of scotch
1127,An enormous box of chocolate ginger
1128,Pair of handmade blue suede shoes
1129,Pencil
1130,Hurdy gurdy
1131,Bath essence
1132,Coffee machine
1133,Yellow Rolls Royce
1134,Video player and tape of Citizen Kane
1135,Large comfortable armchair
1136,Bowling machine
1137,Video recorder and tapes of Queen Mother's parade
1138,"Cyanide, in a joint, in champagne truffle, in a fridge"
1139,Diary and pen
1140,Painting Of Grand Canal In Venice
1141,Large bag of sugar
1142,A box of scented soap
1143,Radio/cassette machine
1144,Endless supply of rum punch
1145,Solar-powered telescope
1146,Rain gauge
1147,"His wife, Ruth, but if this is disallowed then a painting"
1148,"Computer, paper and pen"
1149,A 78rpm record of The Laughing Policeman (to smash on the rocks)
1150,Yamaha computerised concert grand piano
1151,Armchair with coffee machine  rescue signal
1152,Magnums of champagne
1153,Bike
1154,Distillery
1155,Conversation Piece by John Singer Sargent - a painting of the Sitwells
1156,Doc Marten boots
1157,Jigsaw puzzles
1158,Scuba-diving equipment
1159,Steinway piano
1160,Film projector
1161,Seed potatoes
1162,Fountain pen
1163,Sculpture from The Louvre and a box of different seeds
1164,Graphic novels (Comics)
1165,Case of Bordeaux wine
1166,Metal detector
1167,Painting or sculpture  photograph of daughter
1168,River painting by Turner
1169,Cricket bat  bowling machine
1170,Smoking device to smoke fish
1171,Nativity painting from the National Gallery
1172,Kettle and teabags
1173,Rocking chair
1174,Suicide pill
1175,A bronze statue of the racehorse Aldaniti
1176,Concert grand Steinway piano
1177,Alarm clock encased in Welsh tinplate
1178,Unlisted radio telephone
1179,"Paper, pen and ink"
1180,High-powered radio
1181,"Music manuscript paper, pencil, rubber"
1182,A set of cricket equipment
1183,A hot bath
1184,Frogman's outfit and snorkel
1185,Steamer for cooking
1186,Toilet bag
1187,Car (to clean)
1188,Radio 4
1189,Car (in which to listen to music)
1190,The Mona Lisa
1191,Bathtub and soap
1192,Guitar and strings
1193,Train set
1194,"Edward Hopper's painting, Gas"
1195,Mosquito net
1196,Crate of Montecristo cigars
1197,"Pens, charcoal, paints"
1198,Enormous amount of A4 paper
1199,Tape recorder with a cassette of recordings from home
1200,Tajine
1201,Burgundy wine
1202,Carpentry tools
1203,Telescope and a star-gazing book
1204,Olympic gold medal and award
1205,Painting of the Crucifixion by Salvador Dali
1206,Set of gardening tools
1207,Windsurfing board
1208,Bollinger '69
1209,Crate of Cologne
1210,Michelangelo's Apollo
1211,Chess computer game
1212,Contact lenses
1213,50-pound jar of Marmite
1214,Case of wine
1215,Sand-yacht
1216,30 foot of steel
1217,Golf bag
1218,Quart of brandy
1219,Elm tree
1220,Suit
1221,Bouillabaisse with langouste and wine
1222,Scotch whiskey
1223,American whiskey
1224,Royal Jamaica cigars
1225,Portable telescope
1226,Large photograph of a lot of people at race meet
1227,Thermos jug
1228,Calendar watch
1229,Collection of Apostle spoons
1230,Vine
1231,Paper and pens
1232,Spirit stove
1233,Computer bridge game
1234,Refrigerator
1235,Taj Mahal
1236,Blank book and a pen
1237,Word processor linked to a Fleet Street newspaper
1238,Cooking range
1239,Hot water
1240,Solar-powered synthesizer
1241,Limitless supply of yoghurt
1242,Boy writer's set
1243,Violin
1244,Cathedral organ
1245,Family pocket watch
1246,Havana cigar
1247,"Sketchbook, paints and pencils"
1248,Camera
1249,Electric typewriter
1250,Trap (minus donkey)
1251,Plastic football
1252,Egg timer
1253,Harmonium
1254,Transistor radio
1255,Manuscript paper and pens
1256,Cask of claret
1257,Goose-down pillow
1258,Sodastream and gas cylinders
1259,Ton of snuff
1260,Wine - Chateau Lascombes 1966
1261,Artist's lay figure
1262,Vat of Bordeaux wine
1263,Juggling clubs
1264,Writing paper
1265,Tuba
1266,Can of insect repellant
1267,Le Moulin de la Galette by Renoir
1268,Painting from the Louvre
1269,Pad of A4 paper
1270,Writing materials and lots of bottles
1271,Watercolours and hot-pressed paper
1272,Nymph in a Landscape by Palma Vecchio
1273,Photograph of wife
1274,Bicycle and cider
1275,Barbeque
1276,Pair of waterwings
1277,Air conditioner
1278,Jaguar XJ6
1279,Comic collage by Pearl Binder
1280,Hard hat
1281,Video cassettes of Rumpole of the Bailey
1282,Pianola
1283,Picture of mother when she was 17
1284,Portable typewriter and lots of paper
1285,Harpsichord
1286,Artist's kit
1287,Large supply of paper and pencils
1288,Crystal ball
1289,Bottle of sleeping tablets
1290,"Solar-powered television, video and eight films"
1291,More William Walton records
1292,Italian wine
1293,"Guitar, manuscript paper and pens"
1294,Painting from his collection
1295,Weekend in Paris
1296,Bed and blankets
1297,Recording of curlews and Indian spices
1298,The Plowden Guarneri violin
1299,Water colour equipment
1300,Orchid-growing kit
1301,Godiva chocolates from Belgium
1302,Mattock
1303,Shower with hot water
1304,"Hieronymus Bosch, Garden Of Earthly Delights"
1305,Ordnance Survey maps and a set of books about the Fells
1306,Pate de foie gras
1307,Brass bedstead and a feather mattress
1308,Pipe organ
1309,Drawing and painting equipment
1310,His favourite picture in the Walker Art Gallery
1311,Film projector and 20 Western films
1312,Stone from stomach of a fossilised dinosaur
1313,Electric razor
1314,Photo album
1315,Couch
1316,Funicular for hills
1317,Small piece of sculpture
1318,"Box of notebooks, pencils and sharpeners"
1319,Engraved glass and supply of bitter lemon
1320,Trombone and hair restorer
1321,Piano and an instruction book
1322,Wine cellar
1323,Cross given to him by his mother
1324,Drawings of his two children
1325,Sand iron and golf balls
1326,Boat building book
1327,Record box
1328,Violin  strings and a piano
1329,Bagpipes
1330,Beehive
1331,Australian lager
1332,Clean sheets
1333,"Ivon Hitchens, Boathouse at Dawn"
1334,Video player and films of family
1335,Reflecting telescope
1336,Roulette table
1337,Bath with a hot water system
1338,Music manuscript paper
1339,Watercolour of Versailles by Raoul Dufy
1340,Ferrari
1341,Happy pills
1342,Gold statuette of Sir Winston Churchill
1343,Still
1344,Elastoplast
1345,Flagpole and Union Jack
1346,Plasticine model of Roy Plomley and a pin
1347,Marzipan
1348,Video player and cassettes of his own performances
1349,"Velazquez, Les Hilanderas"
1350,Solar-powered transistor radio
1351,Sherry
1352,MGTD 2952 car
1353,Sugared apricots
1354,Italian landscape drawing from his collection
1355,Painting of a sleeping girl by Dominico Feti
1356,12 foot by 8 foot Union Jack
1357,Grapevines
1358,Cases of Chateau Lafite-Rothschild
1359,Perkins Brailler and paper
1360,Guitar and instruction book
1361,The Enlightened Buddha
1362,Six dozen bottles of Chateau La Tour 1962
1363,Liebig condenser for distilling gin
1364,Postcards of paintings with poems on the back
1365,Physical culture equipment
1366,Mixed flower seeds and a watering can
1367,Violin and strings
1368,Stop watch
1369,Moselle wine
1370,Beautiful watch
1371,Cashmere Shawl
1372,Gold rail pass
1373,An English garden
1374,Live sturgeon
1375,Venus De Milo
1376,Stick of the best marijuana
1377,"Claude Monet, Dawn on the Seine"
1378,"Still, grapevine cuttings and tobacco seeds"
1379,Painting equipment for oils and watercolours
1380,Supply of acid drops
1381,Beautifully bound blank book and ballpoint pens
1382,"Typewriter, paper and a desk with cricket balls in the drawers"
1383,Pipes and tobacco
1384,Pipes and matches
1385,South American hammock
1386,Bar of gold
1387,Expensive ivory back-scratcher
1388,Writing materials and beer
1389,Grapes (seedless)
1390,Malt whisky
1391,Limes toilet water by Floris
1392,Painting he has of Kathmandu valley
1393,Panama hats stuffed with barley sugar
1394,Blanket
1395,Whisky (Tobermory)
1396,"Painting of a little princess, by Velazquez"
1397,Painting by Kneller of a girl in a golden gown
1398,Roll of cloth
1399,Tobacco plant
1400,A piano and music
1401,20 tons of pine needles
1402,Life-size bronze statue of an Ama-Indian woman
1403,Collection of assorted balls
1404,Well-programmed robot
1405,Linen sheets
1406,Canoe
1407,Picture of family
1408,Supply of Beaujolais
1409,Motorway service station
1410,Piano with wife's picture attached
1411,Tarot cards
1412,Pill to put him to sleep forever
1413,Painting of a restaurant on the banks of the Marne
1414,"Violin, strings and case"
1415,Paper and ballpoint pens
1416,Piece of Georgian furniture
1417,Carbonated-drink maker and supply of flavourings
1418,Trombone
1419,Dozen cases of Chateau Latour '61
1420,"Projector, viola, radio, paper and pencils"
1421,Barclaycard
1422,Barometer
1423,Several decks of cards
1424,Leather wallet containing photos of family  dog
1425,Apricot brandy
1426,"Set of bird-ringing tools, including rings"
1427,Bath with solar-heated water
1428,Tennis racket
1429,Leonardo Da Vinci's painting of The Annunciation
1430,Poppy seeds
1431,Effigy of Denis Healey and a supply of pins
1432,Still for making whisky
1433,Royal Albert Hall organ
1434,"G. Seurat, Sunday On The Island Of La Grande Jat"
1435,Bath with warm water
1436,"Sketchbook, pencil, pen and ink"
1437,Pipe
1438,Album of photographs of his wife
1439,Pianola and a supply of piano rolls
1440,"Ton of treasure, dated about 1642"
1441,Selected cases of French wine
1442,Orchid collection
1443,Evening dress suit
1444,Tuning fork
1445,Calculator
1446,Navel brush
1447,Golden flute
1448,Diary  pencil
1449,Darkroom
1450,Puppet theatre
1451,Reading glass with light
1452,Charles I silver tankard
1453,Chinese temple at Virginia Water (JB Pine)
1454,Sleeping bag  TV that doesn't work
1455,Gardening kit
1456,Herrings in sour cream
1457,Bow  arrows
1458,Oil painting
1459,Turner's Seascape
1460,Carpentry set
1461,Manicure and pedicure set
1462,Parking meter and plenty of change
1463,Steam locomotive and railway
1464,Bonsai tree
1465,White Burgundy
1466,Painting by Van Hook
1467,Architectural pens and paper
1468,Microscope
1469,Emerald
1470,Dummy piano keyboard
1471,Second-hand bookshop
1472,Video  TV
1473,Journey Through Europe by J Hillaby
1474,"Lower half of W. Window Fairford Church, Gloucestershire"
1475,Oyster knife
1476,Mermaid statue in Copenhagen harbour
1477,Set of drums
1478,Electric guitar
1479,"Typewriter, pen, paper"
1480,Something to improve the taste of coconut milk
1481,Pair Of Binoculars
1482,Pair of shoes
1483,Mellotron
1484,Airmail edition of The Times
1485,Gin and vermouth
1486,David Wynne's The Dancers
1487,Sketching materials
1488,Benvenuto Cellini's Golden Salt Cellar
1489,Electronic pipe organ
1490,Gin
1491,Silver box containing a miniature singing bird
1492,Nougat
1493,Wood-carving kit
1494,Ivory chess set
1495,Automatic bowling machine  cricket balls
1496,Dutch Winter Landscape by Bruegel
1497,Dom Perignon Champagne
1498,Antique chess set
1499,Radio-controlled model aircraft
1500,Cornet
1501,"Madonna and Child, by Jacob Epstein"
1502,Oxford World Atlas and an Ordnance Survey map of the British Isles
1503,Wine-making kit
1504,Ninth record: Massenet's Elegie
1505,Tobacco seeds and a brewing vat
1506,Bernini columns from The Vatican
1507,Chess set
1508,Equipment for wine-making and brewing
1509,Small distillery
1510,1966 Moet Chandon
1511,Daily newspaper
1512,Scotch and Champagne
1513,Two armchairs
1514,Padded deckchair
1515,Koh-I-Noor diamond
1516,Malt whisky and drawing paper
1517,Aspirin
1518,China cat
1519,Crystal rock specimens
1520,Spanish guitar
1521,12th-century candlestick in Victoria  Albert Museum
1522,Scotch Whisky
1523,Wood and stone-carving tools
1524,"Gin, dry Martini and lemons"
1525,Guinness Book of Records
1526,"Paper, pencils and a battery-operated sharpener"
1527,Jeroboam of Taittinger Champagne
1528,Bavarian rococo church
1529,"Piano, manuscript paper, pencils and a rubber"
1530,Self-portrait painted by his wife
1531,Revolver
1532,Pin
1533,Buddhist altar in The British Museum
1534,Writing materials and playing cards
1535,"Rene Magritte, The Empire of Light"
1536,Organ
1537,Telephone line to a sports newspaper
1538,His Bentley car
1539,Tartar sauce
1540,Model-making tools
1541,Materials for making wine or beer
1542,Flute and music
1543,Box of family photographs
1544,Watch
1545,Horse saddle
1546,"The Nike Of Samothrace, in The Louvre"
1547,Roman helmet in the British Museum
1548,Vermeer's `View Of Delft'
1549,Set of lenses
1550,Sports car
1551,Book stall in Victoria station
1552,Cor anglais
1553,Ice-cream machine
1554,Daily delivery of The Sporting Life
1555,Centrally-heated sleeping bag
1556,Double bed
1557,English rock garden
1558,Rubber mattress
1559,Chinese language course
1560,"Donatello's great altar in St Anthony's Church, Padua"
1561,Caviar
1562,The BBC Archives from 1945 to 1954
1563,"Tennis balls, golf balls, pencil and paper"
1564,Harp
1565,Dutch flower picture in the Wallace Collection
1566,Still Life with Oriental Rug by Henri Matisse
1567,"Botticelli's Nativity, from the National Gallery"
1568,Magic lamp
1569,Box of rubber balls
1570,Deckchair
1571,Red ink
1572,Child's ball
1573,Block of stone
1574,Bourbon Whiskey
1575,"Packing case of books, including a Persian dictionary"
1576,Michelangelo's Moses
1577,Drawing of a lady by Walter Sickert
1578,"Pipes, tobacco, matches and a compass"
1579,Case of whisky and a knife
1580,Unending supply of afternoon teas
1581,Painting by Camille Pissarro
1582,Snowglobe
1583,Beginner's guide to making rafts
1584,Telescope or microscope
1585,Watercolour painting equipment
1586,Chippendale cabinet
1587,Videotape or film of the full five-days' play of a Test match
1588,Double bass
1589,Cigars and a dinner jacket
1590,Silk vests and pants
1591,Michelangelo's The Last Judgement
1592,Not required
1593,Bronze statue of Poseidon
1594,"Music manuscript paper, pencils and a rubber"
1595,Oboe
1596,Broken and unplayable pop record
1597,Bertholdo's Apollo
1598,Mexican crystal skull
1599,Head of Nefertiti from the Berlin Museum
1600,Musical instrument
1601,Sports equipment
1602,Training gear
1603,Painting by Michelangelo
1604,Pink champagne
1605,Rembrandt's Titus
1606,Foam rubber sleeping bag
1607,Renoir's The Bar at the Folies Bergere
1608,Landscape by Constable
1609,Golfing equipment
1610,Horn
1611,Salvation Army crest
1612,"Piano, music manuscript paper and a pencil"
1613,Electric razor with batteries
1614,Hot-water system
1615,Fly-tying materials
1616,Pair of braces and a hot-water system
1617,Handkerchiefs
1618,Tea bags
1619,Recorder and the 1912 portrait of Dame Sybil Thorndike
1620,Morning glory seeds
1621,Pictures
1622,Aladdin's lamp
1623,Travel itinerary
1624,Spaghetti
1625,Scented soap
1626,Daughters' two teddy bears
1627,Safety razor
1628,Drawing materials
1629,Painting by Goya
1630,Cine projector and circus films
1631,First-aid kit
1632,Rose trees
1633,Piano and family photographs
1634,Toothpaste
1635,Scotch whisky and lager
1636,Piano and a conductor's baton
1637,Record catalogues
1638,Woodworker Tools
1639,Marine chronometer
1640,Flame opal
1641,Motor car
1642,Photograph of the face on the Holy Shroud at Turin
1643,Rodin's Danae
1644,Music manuscript paper and pencils
1645,Gramophone with slow speed
1646,Toilet set
1647,Daughter's teddy bear
1648,Film projector and cricket films
1649,Concertina
1650,Mountain
1651,Cricket bat
1652,Theatrical skip full of his animal skins
1653,Current popular newspaper
1654,Painting of the south Wiltshire countryside
1655,Apple seeds
1656,Blue silk scarf
1657,Metal construction set
1658,Raphael's The Marriage of Maria
1659,Portrait of wife
1660,Picasso's The Child and the Dove
1661,Penny whistle
1662,Rolls-Royce engine
1663,Bronze statuette of David by Verrocchio
1664,Jamaican cigars
1665,Sport suit
1666,Two packs of cards with photographs of family on the backs
1667,"Drawing board, paper and pencils"
1668,Chess board with jade pieces
1669,Watercolour paints
1670,Dog whip
1671,Cine camera
1672,Recorder
1673,A little money
1674,Lump of jade
1675,Goya's portrait of the Duke of Wellington
1676,Carving tools
1677,Asparagus seed
1678,Drawing materials and a pillow
1679,17th-century miniature by Peter Oliver
1680,"Cold cure, a pack of cards and writing materials"
1681,Ventriloquist's dummy
1682,Underwater mask
1683,Euphonium
1684,Crucifix and a family photo album
1685,Piece of crystal
1686,Meerschaum pipe
1687,Compendium of parlour games
1688,Yeast
1689,Early Chinese statuette
1690,Piano/organ hybrid
1691,Camp bed
1692,Modelling clay
1693,Drawing equipment
1694,The Durer
1695,Ticket home
1696,Film camera
1697,White rug
1698,Continental railway timetable
1699,Painting by Rembrandt
1700,Turkish delight
1701,Microfilm of Bell's Life
1702,Epstein statue
1703,Tobacco
1704,Telephone (out of service)
1705,Bed with mosquito net
1706,Rum
1707,Green Havana cigars
1708,Painting materials and model soldiers
1709,Soap and a piano
1710,Sports car and petrol
1711,Radio set
1712,Regency candelabra
1713,Carved Benin head
1714,Waistcoat (his mascot since 1903)
1715,Film projector and films
1716,Dressing case
1717,Cine projector and films
1718,Hans Christian Andersen's mechanical bird and birdcage
1719,Cask of brandy
1720,"Picture of Charlie Chaplin, and a model of a Rolls Royce"
1721,Inflatable pillow
1722,"Menu from Maxim's restaurant, Paris"
1723,&#xA3;1 million in pound notes
1724,Desk with a typewriter and paper
1725,Well-stocked bar
1726,Film projector and films of family
1727,Alcohol
1728,Indo-Chinese Buddha
1729,Violin and champagne
1730,Model theatre
1731,"Field glasses, and modern plumbing"
1732,Trombone and materials for making a crystal radio
1733,Barrel of beer
1734,Paper and fountain pen
1735,Cricket-bowling machine
1736,Photograph of Granny Grove
1737,Greenhouse for growing orchids
1738,"Music manuscript paper, pencils, rubber and indigestion tablets"
1739,Constable's painting of Willy Lott's cottage
1740,Picture of family with a New York background
1741,Not paying tax or insurance
1742,Champagne-making kit
1743,Pipecleaners
1744,Sailing dinghy
1745,Premium bonds
1746,"Tennis practice wall, rackets and balls"
1747,Woman's evening gown
1748,Punchbag
1749,Snorkel outfit
1750,His paintbox and tuba
1751,Leonardo Da Vinci's notebooks
1752,Thermos flask
1753,Portrait of his wife by Annigoni
1754,Painting of the Virgin of the Rocks
1755,Pleasure gardens of Barcelona
1756,Atlas
1757,Cards and guitar
1758,Cricket ball and a piano
1759,Botticelli's Primavera
1760,Racing-form books
1761,Hair restorer
1762,"Live performance of a Midsummer Night's Dream at the Open Air Theatre, Regent's Park"
1763,Box of books
1764,Landscape painting by Ivon Hitchins
1765,Photograph of his wife and baby son
1766,"Painting, selected from The National Gallery"
1767,Barrel of wine
1768,Pair of wife's earrings
1769,Rose bush
1770,Easel and oil painting equipment
1771,Scotch whisky
1772,The Moscopherus an ancient Greek sculpture
1773,Five-ton block of lead as keel for schooner
1774,Back number of The New Yorker
1775,Autograph letters of Lord Nelson
1776,Longest bar of soap in the world
1777,Seaside pier with slot machines etc
1778,Dog
1779,Underwater breathing apparatus
1780,Novelist
1781,Red and white wine
1782,Painting of mushrooms by William Nicholson
1783,Figure of an urchin
1784,Corkscrew
1785,Ivory pig
1786,Eddie Gray's juggling equipment
1787,Violin and instructions
1788,Pin-up picture
1789,Eyeglass
1790,Yellow waistcoat
1791,Hairnets
1792,Cake
1793,Radio transmitter
1794,Pack of cards for Bridge
1795,Kelly man
1796,Radio and TV receiver
1797,His first ukelele
1798,Trainable animal
