449;394;382;|Sat 29 Jul 1978|;|Novelist|
450;395;383;|Sat 22 Jul 1978|;|Chairwoman of the Women's Institute|
451;396;340;|Sat 15 Jul 1978|;|Opera singer - soprano|
452;397;54;|Sat 08 Jul 1978|;|Cookery writer|
453;398;384;|Sat 24 Jun 1978|;|Novelist, Historian|
454;399;385;|Sat 03 Jun 1978|;|Opera singer - soprano|
455;400;386;|Sat 27 May 1978|;|Agony aunt, Broadcaster|
456;401;128;|Sat 01 Apr 1978|;|Good Life actor|
457;402;387;|Sat 18 Feb 1978|;|Leader of the Opposition (became Prime Minister in 1979), Politician - Conservative|
458;403;54;|Sat 31 Dec 1977|;|Children's writer|
459;404;388;|Sat 22 Oct 1977|;|Writer, Agony aunt|
460;405;389;|Sat 08 Oct 1977|;|British actor|
461;406;390;|Sat 03 Sep 1977|;|Novelist|
462;407;391;|Sat 20 Aug 1977|;|Oscar winning actor|
463;407;1;|Sat 17 Nov 1945|;|Actor|
464;408;392;|Sat 06 Aug 1977|;|Mitford sister, Writer|
465;409;393;|Sat 16 Jul 1977|;|Author of Superwomen|
466;410;394;|Sat 09 Jul 1977|;|Sailor, Journalist|
467;411;395;|Sat 02 Jul 1977|;|Novelist|
468;412;340;|Sat 11 Jun 1977|;|Opera singer - soprano|
469;413;396;|Sat 28 May 1977|;|Harpist|
470;414;397;|Sat 21 May 1977|;|Creator of Mary Poppins|
471;415;398;|Sat 14 May 1977|;|Singer|
472;416;399;|Sat 26 Mar 1977|;|American actor, Musician|
473;417;125;|Sat 19 Mar 1977|;|Cellist|
474;418;80;|Sat 26 Feb 1977|;|Prima ballerina|
475;419;400;|Sat 11 Dec 1976|;|Actor, Musician, Singer|
476;420;80;|Sat 20 Nov 1976|;|Opera singer - soprano|
477;421;401;|Sat 21 Aug 1976|;|Good Life actor|
478;422;372;|Sat 24 Apr 1976|;|Actor, Singer|
479;423;402;|Sat 03 Apr 1976|;|British actor|
480;424;403;|Sat 20 Mar 1976|;|Lady Astor's lady's maid, Writer|
481;425;404;|Sat 07 Feb 1976|;|Ballerina|
482;426;131;|Sat 03 Jan 1976|;|British actor|
483;427;128;|Sat 13 Dec 1975|;|Opera singer - soprano|
484;428;80;|Sat 11 Oct 1975|;|On The Buses actor|
485;429;406;|Sat 13 Sep 1975|;|Television presenter|
486;430;407;|Sat 09 Aug 1975|;|Oscar winning actor|
487;431;408;|Sat 05 Jul 1975|;|Painter|
488;432;196;|Sat 19 Apr 1975|;|British comedy actor|
489;433;409;|Sat 08 Mar 1975|;|Writer, Journalist|
490;434;410;|Sat 22 Feb 1975|;|Opera singer - soprano|
491;435;411;|Sat 01 Feb 1975|;|Brief Encounter actor|
492;435;412;|Thu 18 Nov 1954|;|Brief Encounter actor|
493;435;1;|Sat 27 Oct 1945|;|Actor|
494;436;413;|Sat 21 Dec 1974|;|Upstairs, Downstairs actor|
495;437;414;|Sat 14 Dec 1974|;|Jennifer's Diary columnist|
496;438;415;|Sat 09 Nov 1974|;|Sculptor|
497;439;416;|Sat 19 Oct 1974|;|Liver Birds actor|
498;440;417;|Sat 31 Aug 1974|;|Ornithologist|
499;441;418;|Sat 24 Aug 1974|;|Actor|
500;442;419;|Sat 27 Jul 1974|;|Blue Peter presenter|
501;443;299;|Sat 11 May 1974|;|Prima ballerina|
502;444;105;|Sat 09 Mar 1974|;|Physical exercise instructor|
503;445;420;|Sat 02 Mar 1974|;|Irish actor|
504;446;421;|Sat 02 Feb 1974|;|British actor|
505;446;422;|Tue 13 May 1952|;|British actor|
506;447;423;|Sat 29 Dec 1973|;|Pianist|
507;448;424;|Sat 01 Dec 1973|;|Critic, Novelist|
508;449;425;|Sat 06 Oct 1973|;|Olympic gold athlete|
509;450;426;|Sat 22 Sep 1973|;|Opera singer - soprano|
510;451;427;|Sat 08 Sep 1973|;|British actor|
511;452;105;|Sat 30 Jun 1973|;|British actor|
512;453;196;|Sat 02 Jun 1973|;|Doctor, Politician - Labour|
513;454;428;|Sat 28 Apr 1973|;|Opera singer - mezzo-soprano|
514;455;429;|Sat 07 Apr 1973|;|Organist|
515;456;430;|Sat 24 Mar 1973|;|British actor|
516;457;431;|Sat 10 Mar 1973|;|Historian|
517;458;393;|Sat 10 Feb 1973|;|Opera singer - soprano|
518;459;433;|Sat 20 Jan 1973|;|Romantic Novelist|
519;460;314;|Sat 18 Nov 1972|;|Opera singer - soprano|
520;461;434;|Sat 11 Nov 1972|;|Oscar winning actor|
521;462;435;|Sat 28 Oct 1972|;|Conductor, Musicologist|
522;463;80;|Sat 16 Sep 1972|;|British actor|
523;463;1;|Wed 25 Apr 1951|;|The Lady Vanishes actor|
524;464;436;|Sat 24 Jun 1972|;|Historian, Novelist|
525;465;437;|Sat 15 Apr 1972|;|British actor|
526;466;438;|Sat 18 Mar 1972|;|Opera singer - soprano|
527;467;299;|Sat 12 Feb 1972|;|French actor|
528;468;105;|Sat 01 Jan 1972|;|Archers actor|
529;469;439;|Sat 18 Dec 1971|;|Set designer|
530;470;440;|Sat 11 Dec 1971|;|American actor|
531;470;1;|Sat 05 Jan 1946|;|Actor|
532;471;441;|Sat 13 Nov 1971|;|Sailor|
533;472;442;|Sat 23 Oct 1971|;|Dame of Sark|
534;473;443;|Sat 02 Oct 1971|;|Actor, Singer|
535;474;54;|Sat 25 Sep 1971|;|Woman's Hour broadcaster|
536;475;444;|Sat 04 Sep 1971|;|Oscar winning actor|
537;476;445;|Sat 21 Aug 1971|;|Licensee of the Theatre Royal|
538;477;80;|Sat 12 Jun 1971|;|Tennis player|
539;478;105;|Sat 22 May 1971|;|Actor, Comedian|
540;478;1;|Wed 08 Aug 1951|;|Actor, Comedian, Singer-songwriter|
541;479;446;|Sat 01 May 1971|;|British actor|
542;480;433;|Sat 17 Apr 1971|;|Pianist|
543;481;447;|Sat 27 Mar 1971|;|Pop singer|
544;482;448;|Sat 20 Feb 1971|;|British actor|
545;483;80;|Sat 23 Jan 1971|;|Opera singer - soprano|
546;484;449;|Sat 28 Nov 1970|;|British actor|
547;485;450;|Sat 14 Nov 1970|;|Below Stairs author|
548;486;414;|Sat 31 Oct 1970|;|Red cross worker|
549;487;451;|Sat 17 Oct 1970|;|Opera singer - soprano|
550;488;452;|Sat 10 Oct 1970|;|Actor|
551;489;453;|Sat 03 Oct 1970|;|Musician, Soprano, Opera singer|
552;490;454;|Sat 12 Sep 1970|;|Opera singer - contralto|
553;491;455;|Sat 05 Sep 1970|;|British actor|
554;492;456;|Sat 22 Aug 1970|;|Explorer, Travel writer|
555;493;193;|Sat 25 Jul 1970|;|Opera singer - soprano|
556;493;1;|Wed 14 Mar 1951|;|Opera singer - soprano|
557;494;446;|Sat 11 Jul 1970|;|Romantic novelist|
558;495;105;|Sat 20 Jun 1970|;|Actor, Violinist|
559;496;105;|Sat 06 Jun 1970|;|Novelist|
560;496;1;|Wed 10 Jan 1951|;|Novelist|
561;497;80;|Sat 02 May 1970|;|Opera singer - soprano|
562;498;457;|Sat 28 Mar 1970|;|New Zealand actor|
563;499;458;|Sat 21 Mar 1970|;|Badminton singles champion|
564;500;293;|Sat 28 Feb 1970|;|Opera singer - soprano|
565;500;407;|Tue 02 Aug 1955|;|Oratorio singer - soprano|
566;501;80;|Sat 07 Feb 1970|;|Conductor|
567;502;459;|Sat 13 Dec 1969|;|Singer|
568;503;299;|Sat 29 Nov 1969|;|Athlete|
569;504;460;|Sat 22 Nov 1969|;|Opera singer - soprano|
570;505;105;|Sat 08 Nov 1969|;|Oboist|
571;506;461;|Sat 04 Oct 1969|;|Actor, Writer|
572;507;462;|Mon 25 Aug 1969|;|Novelist|
573;508;463;|Mon 18 Aug 1969|;|British actor|
574;508;464;|Tue 11 Mar 1952|;|British actor|
575;509;628;|Mon 28 Jul 1969|;|Women's test cricket team captain|
576;510;466;|Mon 23 Jun 1969|;|British actor|
577;510;299;|Fri 05 Nov 1954|;|Actor, Musician|
578;511;467;|Mon 26 May 1969|;|Actor|
579;512;468;|Mon 19 May 1969|;|Tennis player|
580;513;469;|Mon 28 Apr 1969|;|Pianist|
581;514;470;|Mon 14 Apr 1969|;|Comedian, Impersonator|
582;515;128;|Mon 31 Mar 1969|;|British actor|
583;516;471;|Mon 24 Mar 1969|;|Actor, Writer|
584;517;472;|Mon 10 Mar 1969|;|Wife of Prime Minister, Poet|
585;518;277;|Mon 03 Mar 1969|;|Chef, Cookery expert|
586;519;118;|Wed 12 Feb 1969|;|Music hall and television actor|
587;520;473;|Mon 27 Jan 1969|;|Australian actor, singer|
588;521;451;|Mon 06 Jan 1969|;|Opera singer - soprano|
589;522;196;|Wed 25 Dec 1968|;|Weather forecaster|
590;523;128;|Mon 21 Oct 1968|;|British actor|
591;524;366;|Mon 16 Sep 1968|;|Trade union official|
592;525;475;|Mon 02 Sep 1968|;|Crime writer|
593;526;476;|Mon 26 Aug 1968|;|French actor|
594;527;477;|Mon 24 Jun 1968|;|British actor|
595;528;1;|Mon 15 Apr 1968|;|Opera singer - soprano|
596;528;1;|Wed 30 May 1951|;|Opera singer - soprano|
597;529;478;|Mon 04 Mar 1968|;|British actor|
598;530;479;|Mon 12 Feb 1968|;|Opera singer - mezzo-soprano|
599;531;480;|Mon 05 Feb 1968|;|British actor|
600;532;196;|Mon 01 Jan 1968|;|First lady President of the Cambridge Union|
601;533;277;|Sat 23 Dec 1967|;|British actor|
602;533;481;|Tue 22 Jul 1952|;|British actor|
603;534;482;|Mon 20 Nov 1967|;|American actor|
604;535;483;|Mon 25 Sep 1967|;|Broadcaster, Producer|
605;536;128;|Mon 07 Aug 1967|;|Actor|
606;537;484;|Mon 31 Jul 1967|;|Owner of a marriage bureau, Businesswoman|
607;538;485;|Mon 12 Jun 1967|;|Horticulturalist, Editor|
608;539;486;|Mon 05 Jun 1967|;|Actor|
609;540;487;|Mon 06 Feb 1967|;|British actor|
610;541;488;|Mon 16 Jan 1967|;|Pilot|
611;542;489;|Mon 02 Jan 1967|;|Journalist|
612;543;490;|Sat 24 Dec 1966|;|Matron of Great Ormond Street Hospital|
613;544;491;|Mon 21 Nov 1966|;|British actor|
614;545;492;|Mon 19 Sep 1966|;|British actor|
615;546;467;|Mon 18 Jul 1966|;|Opera singer - soprano|
616;547;340;|Mon 20 Jun 1966|;|German actor|
617;548;493;|Mon 23 May 1966|;|Retired matron|
618;549;479;|Mon 28 Mar 1966|;|Painter|
619;550;494;|Mon 21 Feb 1966|;|Opera singer - soprano|
620;551;495;|Mon 10 Jan 1966|;|Poet|
621;552;496;|Mon 03 Jan 1966|;|Expert on prehistoric animals|
622;553;497;|Mon 22 Nov 1965|;|Cabaret singer|
623;554;299;|Mon 08 Nov 1965|;|Opera singer - soprano|
624;555;498;|Mon 18 Oct 1965|;|Prima ballerina|
625;556;499;|Mon 20 Sep 1965|;|British actor|
626;557;500;|Mon 26 Jul 1965|;|Actor, Jazz singer|
627;558;414;|Mon 05 Jul 1965|;|Teacher, Social worker, Broadcaster|
628;559;501;|Mon 21 Jun 1965|;|Paris fashion house director|
629;560;105;|Mon 10 May 1965|;|Oscar winning child actor|
630;561;502;|Mon 12 Apr 1965|;|Prima ballerina|
631;562;105;|Mon 15 Feb 1965|;|Author, Journalist, Scriptwriter|
632;563;105;|Mon 11 Jan 1965|;|British film actor|
633;564;503;|Mon 04 Jan 1965|;|Hollywood film star|
634;565;504;|Mon 21 Dec 1964|;|Matron of Westminster Hospital|
635;566;505;|Mon 14 Dec 1964|;|Hollywood film star|
636;567;372;|Mon 16 Nov 1964|;|Avengers and Bond actor|
637;568;378;|Mon 13 Jul 1964|;|British theatre actor|
638;569;507;|Mon 18 May 1964|;|British actor|
639;570;508;|Mon 27 Jan 1964|;|Opera singer - soprano|
640;571;105;|Mon 06 Jan 1964|;|Comedian|
641;572;196;|Mon 09 Dec 1963|;|That Was The Week That Was singer|
642;573;378;|Mon 04 Nov 1963|;|American actor|
643;574;299;|Mon 14 Oct 1963|;|Showjumper, Rally driver|
644;575;510;|Mon 02 Sep 1963|;|Singer, Actor|
645;576;340;|Mon 22 Jul 1963|;|Photographer|
646;577;105;|Mon 08 Jul 1963|;|Actor, Cabaret singer|
647;578;340;|Mon 10 Jun 1963|;|Hungarian actor|
648;579;511;|Mon 27 May 1963|;|Opera singer - soprano|
649;580;512;|Mon 22 Apr 1963|;|Writer, Agony aunt, Columnist|
650;581;80;|Mon 07 Jan 1963|;|Singer|
651;582;513;|Mon 03 Dec 1962|;|Musician, Comedian|
652;583;514;|Mon 29 Oct 1962|;|Novelist, Broadcaster|
653;584;414;|Mon 20 Aug 1962|;|American musical actor|
654;585;340;|Mon 02 Jul 1962|;|Broadcaster|
655;586;515;|Mon 30 Apr 1962|;|Businesswoman, Bookseller|
656;587;125;|Mon 05 Mar 1962|;|British actor|
657;588;516;|Mon 05 Feb 1962|;|Pianist, Singer|
658;589;517;|Mon 25 Dec 1961|;|Actor, Comedian, Singer|
659;589;1;|Wed 13 Jun 1951|;|Actor, Comedian, Singer|
660;590;518;|Mon 16 Oct 1961|;|Carry On and ITMA comedian, Actor|
661;591;519;|Mon 11 Sep 1961|;|Australian actor|
662;592;105;|Mon 31 Jul 1961|;|British actor|
663;593;520;|Mon 10 Jul 1961|;|British actor|
664;594;289;|Mon 26 Jun 1961|;|Tennis player|
665;595;80;|Mon 10 Apr 1961|;|British Shakespearean actor|
666;596;521;|Mon 27 Feb 1961|;|Opera singer - soprano|
667;597;522;|Mon 06 Feb 1961|;|British actor|
668;598;523;|Mon 16 Jan 1961|;|Pop singers|
669;599;414;|Mon 05 Dec 1960|;|Opera singer - soprano|
670;600;105;|Mon 14 Nov 1960|;|Novelist, Journalist|
671;601;340;|Mon 03 Oct 1960|;|Australian actor|
672;602;524;|Mon 12 Sep 1960|;|Actor, Radio personality|
673;603;466;|Mon 22 Aug 1960|;|Actor, Singer|
674;604;105;|Mon 30 May 1960|;|Ballet dancer|
675;605;464;|Mon 09 May 1960|;|Singer|
676;606;340;|Mon 18 Apr 1960|;|British actor|
677;607;525;|Mon 25 Jan 1960|;|Writer, Broadcaster|
678;608;526;|Mon 18 Jan 1960|;|Actor, Comedian|
679;609;299;|Mon 23 Nov 1959|;|Opera singer - soprano|
680;610;80;|Mon 21 Sep 1959|;|Pianist, Violinist, Composer|
681;611;346;|Mon 17 Aug 1959|;|Silent film actor|
682;612;527;|Mon 06 Jul 1959|;|British character actor|
683;613;528;|Mon 22 Jun 1959|;|Opera singer - soprano|
684;614;529;|Mon 18 May 1959|;|Journalist, Novelist|
685;615;530;|Mon 27 Apr 1959|;|Actor, Singer|
686;616;531;|Mon 06 Apr 1959|;|Ice Cold in Alex actor|
687;617;54;|Mon 09 Mar 1959|;|Olympic gold swimmer|
688;618;532;|Mon 02 Feb 1959|;|British actor|
689;619;533;|Mon 17 Nov 1958|;|British 100 metre runner|
690;620;131;|Mon 10 Nov 1958|;|Opera singer - mezzo-soprano|
691;621;407;|Mon 20 Oct 1958|;|Actor, Singer|
692;622;521;|Mon 28 Jul 1958|;|Opera singer - soprano|
693;623;484;|Mon 30 Jun 1958|;|American jazz singer|
694;624;426;|Mon 09 Jun 1958|;|Actor, Novelist, Biographer|
695;625;128;|Mon 19 May 1958|;|Opera singer - soprano|
696;626;128;|Mon 28 Apr 1958|;|British actor|
697;627;534;|Mon 24 Mar 1958|;|British character actor|
698;628;131;|Mon 24 Feb 1958|;|British actor and Brains Trust contributor|
699;629;535;|Mon 06 Jan 1958|;|Dancer, Choreographer, Actor|
700;630;366;|Mon 02 Dec 1957|;|Dancer, Actor, Ballerina|
701;631;536;|Mon 18 Nov 1957|;|Opera singer - soprano|
702;632;537;|Mon 28 Oct 1957|;|British actor|
703;633;538;|Mon 16 Sep 1957|;|Film critic|
704;633;1;|Mon 26 Jul 1943|;|Critic|
705;634;539;|Mon 02 Sep 1957|;|Singer|
706;635;540;|Mon 29 Jul 1957|;|BBC commentator|
707;636;541;|Mon 22 Jul 1957|;|Opera singer - mezzo-soprano|
708;637;542;|Mon 08 Jul 1957|;|Prima ballerina|
709;638;543;|Mon 29 Apr 1957|;|Opera singer - soprano|
710;639;118;|Mon 08 Apr 1957|;|Actor, Comedian|
711;639;1;|Wed 11 Jul 1951|;|Actor, Comedian|
712;640;544;|Mon 11 Mar 1957|;|Novelist|
713;641;545;|Mon 11 Feb 1957|;|British actor|
714;642;483;|Mon 28 Jan 1957|;|Music Hall star|
715;643;546;|Mon 24 Dec 1956|;|British child actor|
716;644;18;|Mon 29 Oct 1956|;|Radio broadcaster|
717;645;418;|Mon 08 Oct 1956|;|Singer|
718;646;547;|Mon 17 Sep 1956|;|Broadcaster, BBC gramophone librarian|
719;647;548;|Mon 30 Jul 1956|;|Singer|
720;648;549;|Mon 02 Jul 1956|;|French actor, Dancer|
721;649;1;|Mon 18 Jun 1956|;|Actor, Singer|
722;650;550;|Mon 14 May 1956|;|Opera singer|
723;651;407;|Mon 16 Apr 1956|;|Singer, Actress|
724;652;54;|Mon 02 Apr 1956|;|Silent film star|
725;653;551;|Mon 19 Mar 1956|;|Actor|
726;654;1;|Mon 05 Mar 1956|;|Journalist|
727;655;80;|Mon 31 Oct 1955|;|American actor|
728;656;552;|Mon 24 Oct 1955|;|Harpist|
729;657;553;|Tue 06 Sep 1955|;|Concert pianist|
730;657;1;|Sat 01 Dec 1945|;|Musician, Pianist|
731;658;554;|Tue 19 Jul 1955|;|British film actor|
732;659;555;|Thu 19 May 1955|;|Actor, Broadcaster|
733;660;556;|Thu 10 Mar 1955|;|British actor|
734;660;1;|Thu 26 Feb 1942|;|Actor|
735;661;293;|Thu 03 Mar 1955|;|Showjumper|
736;662;557;|Thu 20 Jan 1955|;|Pianist|
737;663;80;|Thu 06 Jan 1955|;|Actor|
738;664;446;|Thu 23 Dec 1954|;|Principal boy|
739;665;558;|Thu 16 Dec 1954|;|British actor|
740;666;499;|Fri 22 Oct 1954|;|Actor|
741;666;1;|Sat 03 Nov 1945|;|Actor|
742;667;128;|Fri 01 Oct 1954|;|Comedian, Musician|
743;668;559;|Fri 24 Sep 1954|;|Piccadilly shoeblack|
744;669;560;|Fri 11 Sep 1953|;|Film actor|
745;670;446;|Fri 07 Aug 1953|;|Theatre actor|
746;671;561;|Fri 10 Jul 1953|;|British actor|
747;672;562;|Thu 02 Jul 1953|;|Actor, Opera singer - soprano|
748;673;1;|Fri 29 May 1953|;|Actor, Writer|
749;674;563;|Fri 24 Apr 1953|;|Actor|
750;675;1;|Fri 10 Apr 1953|;|American actor|
751;676;293;|Fri 27 Mar 1953|;|South African actor|
752;677;553;|Fri 13 Mar 1953|;|British actor|
753;678;551;|Fri 27 Feb 1953|;|British actor|
754;679;457;|Fri 13 Feb 1953|;|Comedian, Actor|
755;680;564;|Fri 09 Jan 1953|;|British character actor|
756;681;565;|Fri 19 Dec 1952|;|Take it from Here comedy actor|
757;682;566;|Fri 21 Nov 1952|;|Music Hall actor|
758;683;628;|Fri 07 Nov 1952|;|Singer|
759;684;183;|Fri 24 Oct 1952|;|British actor , Singer, Impersonator|
760;685;567;|Fri 17 Oct 1952|;|Radio presenter|
761;686;80;|Fri 10 Oct 1952|;|Comedian, Actor, Musician|
762;687;568;|Tue 23 Sep 1952|;|Pianist|
763;688;80;|Tue 09 Sep 1952|;|Gone With the Wind actor|
764;689;569;|Tue 26 Aug 1952|;|Musician, Singer|
765;690;570;|Tue 05 Aug 1952|;|British actor|
766;691;80;|Tue 24 Jun 1952|;|Actor, Singer|
767;692;571;|Tue 10 Jun 1952|;|British actor|
768;693;1;|Tue 27 May 1952|;|Actor, Singer|
769;694;451;|Tue 29 Apr 1952|;|Opera singer - soprano|
770;695;572;|Tue 15 Apr 1952|;|Folk singer|
771;696;407;|Wed 26 Mar 1952|;|British actor|
772;697;573;|Tue 29 Jan 1952|;|Actor|
773;698;574;|Tue 15 Jan 1952|;|Actor|
774;699;1;|Tue 04 Dec 1951|;|Opera singer - soprano|
775;700;1;|Tue 27 Nov 1951|;|British character actor|
776;701;575;|Tue 13 Nov 1951|;|British actor|
777;702;1;|Tue 02 Oct 1951|;|Swedish actor|
778;703;576;|Tue 18 Sep 1951|;|British actor|
779;704;1;|Wed 05 Sep 1951|;|British actor|
780;705;1;|Wed 22 Aug 1951|;|British actor|
781;706;1;|Wed 25 Jul 1951|;|British film actor|
782;707;1;|Wed 23 May 1951|;|British actor|
783;708;1;|Wed 04 Apr 1951|;|Australian actor|
784;709;1;|Wed 28 Feb 1951|;|Actor|
785;710;1;|Wed 14 Feb 1951|;|American actor|
786;711;1;|Wed 24 Jan 1951|;|Actor, Musician, Concert pianist|
787;712;1;|Sat 29 Dec 1945|;|Actor|
788;713;1;|Sat 22 Dec 1945|;|Actor|
789;714;1;|Sat 13 Oct 1945|;|Actor|
790;715;1;|Sat 29 Sep 1945|;|Broadcaster, Radio presenter|
791;716;1;|Sat 01 Sep 1945|;|Broadcaster, Announcer|
792;717;1;|Mon 20 Mar 1944|;|Writer|
793;718;1;|Sat 29 Jan 1944|;|Writer|
794;719;1;|Tue 23 Nov 1943|;|Journalist|
795;720;1;|Tue 05 Oct 1943|;|Writer|
796;721;1;|Sat 26 Jun 1943|;|Politician - Conservative, MP|
797;722;1;|Thu 09 Jul 1942|;|Actor|
798;723;1;|Thu 19 Mar 1942|;|Fashion, Glamour girl|
801;726;578;|Sun 25 Mar 2012|;|Jazz musician|
802;727;579;|Sun 11 Mar 2012|;|Comedian|
803;728;580;|Sun 26 Feb 2012|;|Rugby player|
804;729;581;|Sun 19 Feb 2012|;|Former Deputy Prime Minister  , Politician - Labour|
805;730;40;|Sun 12 Feb 2012|;|Actor and Writer|
806;731;40;|Sun 29 Jan 2012|;|Naturalist, broadcaster|
807;731;293;|Fri 25 Dec 1998|;|Naturalist, Broadcaster|
808;731;282;|Sat 10 Mar 1979|;|Naturalist, Broadcaster, Zoologist|
809;731;80;|Mon 06 May 1957|;|Naturalist, Broadcaster|
810;732;582;|Sun 22 Jan 2012|;|Writer|
811;733;583;|Sun 15 Jan 2012|;|Writer and Historian|
812;734;584;|Sun 01 Jan 2012|;|Radio and television broadcaster|
813;734;585;|Sun 09 Oct 1988|;|Radio and television broadcaster|
814;734;586;|Sat 21 May 1983|;|Radio and television broadcaster|
815;735;587;|Fri 30 Dec 2011|;|Scientist|
816;736;588;|Sun 18 Dec 2011|;|Actor and award-winning screenwriter|
817;737;589;|Sun 04 Dec 2011|;|Businessman|
818;738;590;|Sun 27 Nov 2011|;|Adventurer|
819;739;591;|Sun 20 Nov 2011|;|Actor|
820;739;592;|Sat 22 Apr 1978|;|British actor|
821;740;593;|Sun 30 Oct 2011|;|Head of Turning Point charity|
822;741;594;|Sun 23 Oct 2011|;|Actor|
823;742;595;|Sun 16 Oct 2011|;|Athlete, Olympic Gold Medal Winner|
824;743;596;|Sun 09 Oct 2011|;|Hairdresser|
825;743;597;|Sat 27 Jun 1970|;|Hair stylist|
826;744;598;|Sun 25 Sep 2011|;|Royal photographer|
827;745;599;|Sun 18 Sep 2011|;|Actor|
828;746;600;|Sun 31 Jul 2011|;|Broadcaster|
829;747;1;|Sun 17 Jul 2011|;|Comedian|
830;748;35;|Sun 10 Jul 2011|;|Crossword compiler|
831;749;601;|Sun 03 Jul 2011|;|Actor, TV Presenter|
832;750;602;|Sun 19 Jun 2011|;|International dance judge|
833;751;603;|Sun 05 Jun 2011|;|Singer, Tenor|
834;752;604;|Sun 29 May 2011|;|Musician|
835;753;605;|Sun 15 May 2011|;|Actor, Playwright|
836;754;606;|Sun 01 May 2011|;|Chemist|
837;755;607;|Sun 10 Apr 2011|;|Animator, Film Director|
838;756;608;|Sun 03 Apr 2011|;|Hollywood film star|
839;757;609;|Sun 20 Feb 2011|;|Rugby player|
840;758;610;|Sun 06 Feb 2011|;|Novelist|
841;759;611;|Sun 30 Jan 2011|;|Journalist, Broadcaster|
842;760;612;|Sun 16 Jan 2011|;|Scottish First Minister, Leader of Scottish National Party, Politician - SNP|
843;761;479;|Sun 09 Jan 2011|;|Former MP, Writer|
844;762;613;|Sun 02 Jan 2011|;|Veteran RAF pilot|
845;763;614;|Sun 19 Dec 2010|;|Animator|
846;764;615;|Sun 12 Dec 2010|;|Aviator, Inventor, Arts patron|
847;765;616;|Sun 28 Nov 2010|;|Novelist|
848;766;617;|Sun 21 Nov 2010|;|Rock musician|
849;767;618;|Sun 07 Nov 2010|;|Stand up poet|
850;768;619;|Sun 31 Oct 2010|;|Pianist|
851;769;620;|Sun 24 Oct 2010|;|Deputy Prime Minister, Politician - Liberal Democrat|
852;770;621;|Sun 17 Oct 2010|;|Barrister|
853;771;622;|Sun 03 Oct 2010|;|Comedian|
854;772;623;|Sun 26 Sep 2010|;|Singer|
855;773;624;|Sun 08 Aug 2010|;|Owner of Knebworth House, Businessman|
856;774;625;|Sun 01 Aug 2010|;|Comedy writer|
857;775;626;|Sun 18 Jul 2010|;|Director, Actor|
858;776;627;|Sun 27 Jun 2010|;|Footballer|
859;777;627;|Sun 20 Jun 2010|;|Film director|
860;778;628;|Sun 13 Jun 2010|;|Comedian|
861;779;629;|Sun 30 May 2010|;|Violinist|
862;780;293;|Sun 16 May 2010|;|Comedian, Actor|
863;781;630;|Sun 21 Mar 2010|;|Screenwriter, Novelist|
864;782;631;|Sun 14 Mar 2010|;|Dragons' Den businessman|
865;783;632;|Sun 21 Feb 2010|;|Former England rugby coach|
866;784;633;|Sun 14 Feb 2010|;|Physicist|
867;785;634;|Sun 07 Feb 2010|;|Stylist|
868;786;635;|Sun 24 Jan 2010|;|Boxing promoter|
869;787;173;|Sun 17 Jan 2010|;|Crime writer|
870;788;636;|Sun 03 Jan 2010|;|Opera director|
871;789;637;|Sun 27 Dec 2009|;|Doctor Who actor|
872;790;638;|Sun 20 Dec 2009|;|Hollywood film star|
873;791;639;|Sun 13 Dec 2009|;|Chairman of Olympic Organising Committee, Politician - Conservative|
874;791;299;|Sat 15 Aug 1981|;|Runner, World champion|
875;792;640;|Sun 29 Nov 2009|;|Lead singer of The Smiths|
876;793;641;|Sun 22 Nov 2009|;|Marks and Spencer Businessman|
877;794;642;|Fri 13 Nov 2009|;|Lawyer, Writer|
878;795;643;|Sun 01 Nov 2009|;|Talk show host|
879;796;644;|Sun 25 Oct 2009|;|Scientist, Planetary scientist|
880;797;645;|Sun 18 Oct 2009|;|Illustrator|
881;798;646;|Sun 11 Oct 2009|;|Comedian, Actor|
882;799;40;|Sun 27 Sep 2009|;|Singer, Songwriter|
883;800;293;|Sun 16 Aug 2009|;|Opera singer - tenor|
884;801;647;|Sun 02 Aug 2009|;|Interior designer|
885;802;648;|Sun 26 Jul 2009|;|Food writer, TV chef|
886;803;649;|Sun 19 Jul 2009|;|Comedian, Comedy writer|
887;804;650;|Sun 12 Jul 2009|;|Bacteriologist|
888;805;40;|Sun 05 Jul 2009|;|Impresario, Promoter|
889;806;651;|Sun 21 Jun 2009|;|Stage and screen actor|
890;807;652;|Sun 14 Jun 2009|;|Former Chancellor of the Exchequer, Politician - Labour|
891;807;393;|Sat 26 Aug 1978|;|Chancellor of the Exchequer, Politician - Labour|
892;808;653;|Sun 07 Jun 2009|;|Journalist, Television presenter|
893;809;654;|Sun 24 May 2009|;|Comedian, Performer|
894;809;340;|Sat 24 Nov 1973|;|Comedian|
895;810;655;|Sun 17 May 2009|;|Last of the Summer Wine actor|
896;811;656;|Sun 29 Mar 2009|;|Novelist|
897;812;293;|Sun 15 Mar 2009|;|Singer, Guitarist|
898;813;293;|Sun 08 Mar 2009|;|Television presenter|
899;814;657;|Sun 01 Mar 2009|;|Actor, Campaigner|
900;814;277;|Mon 16 May 1960|;|British actor|
901;815;658;|Sun 22 Feb 2009|;|Comedian, Comedy writer|
902;816;659;|Sun 08 Feb 2009|;|Poirot actor|
